Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_40;b_18;1;;
2;b_49;b_40;1;;
3;b_32;b_0;1;;
4;b_39;b_47;1;;
5;b_28;b_46;1;;
6;b_22;b_5;1;;
7;b_26;b_49;1;;
8;b_23;b_11;1;;
9;b_37;b_27;1;;
10;b_36;b_13;1;;
11;b_7;b_39;1;;
12;b_33;b_3;1;;
13;b_27;b_29;1;;
14;b_13;b_34;1;;
15;b_39;b_1;1;;
16;b_34;b_33;1;;
17;b_10;b_14;1;;
18;b_30;b_39;1;;
19;b_40;b_37;1;;
20;b_15;b_5;1;;
21;b_24;b_38;1;;
22;b_8;b_26;1;;
23;b_8;b_41;1;;
24;b_40;b_15;1;;
25;b_3;b_18;1;;
26;b_1;b_3;1;;
27;b_46;b_26;1;;
28;b_2;b_30;1;;
29;b_43;b_12;1;;
30;b_22;b_3;1;;
31;b_8;b_36;1;;
32;b_43;b_20;1;;
33;b_17;b_23;1;;
34;b_2;b_14;1;;
35;b_1;b_24;1;;
36;b_34;b_23;1;;
37;b_0;b_32;1;;
38;b_45;b_9;1;;
39;b_30;b_35;1;;
40;b_43;b_36;1;;
41;b_25;b_1;1;;
42;b_6;b_45;1;;
43;b_44;b_35;1;;
44;b_34;b_15;1;;
45;b_41;b_33;1;;
46;b_19;b_17;1;;
47;b_37;b_33;1;;
48;b_20;b_37;1;;
49;b_41;b_12;1;;
50;b_21;b_19;1;;
51;b_19;b_24;1;;
52;b_6;b_36;1;;
53;b_34;b_20;1;;
54;b_45;b_43;1;;
55;b_7;b_44;1;;
56;b_8;b_31;1;;
57;b_20;b_48;1;;
58;b_37;b_17;1;;
59;b_40;b_30;1;;
60;b_5;b_6;1;;
61;b_17;b_9;1;;
62;b_38;b_17;1;;
63;b_21;b_24;1;;
64;b_17;b_16;1;;
65;b_18;b_28;1;;
66;b_26;b_46;1;;
67;b_7;b_27;1;;
68;b_13;b_12;1;;
69;b_21;b_9;1;;
70;b_5;b_19;1;;
71;b_21;b_47;1;;
72;b_38;b_18;1;;
73;b_42;b_40;1;;
74;b_23;b_21;1;;
75;b_20;b_43;1;;
76;b_24;b_10;1;;
77;b_12;b_48;1;;
78;b_28;b_18;1;;
79;b_49;b_43;1;;
80;b_37;b_42;1;;
81;b_39;b_18;1;;
82;b_37;b_7;1;;
83;b_37;b_9;1;;
84;b_45;b_31;1;;
85;b_37;b_5;1;;
86;b_21;b_8;1;;
87;b_49;b_26;1;;
88;b_32;b_23;1;;
89;b_5;b_28;1;;
90;b_31;b_26;1;;
91;b_14;b_49;1;;
92;b_37;b_38;1;;
93;b_32;b_43;1;;
94;b_31;b_0;1;;
95;b_8;b_9;1;;
96;b_44;b_46;1;;
97;b_3;b_21;1;;
98;b_25;b_5;1;;
99;b_11;b_29;1;;
100;b_2;b_6;1;;
101;b_26;b_3;1;;
102;b_44;b_47;1;;
103;b_44;b_32;1;;
104;b_35;b_9;1;;
105;b_32;b_46;1;;
106;b_19;b_32;1;;
107;b_41;b_42;1;;
108;b_19;b_25;1;;
109;b_22;b_14;1;;
110;b_11;b_48;1;;
111;b_7;b_20;1;;
112;b_43;b_48;1;;
113;b_35;b_22;1;;
114;b_30;b_5;1;;
115;b_2;b_36;1;;
116;b_32;b_9;1;;
117;b_10;b_33;1;;
118;b_10;b_29;1;;
119;b_23;b_19;1;;
120;b_4;b_10;1;;
121;b_5;b_2;1;;
122;b_22;b_6;1;;
123;b_7;b_28;1;;
124;b_15;b_39;1;;
125;b_11;b_45;1;;
126;b_23;b_9;1;;
127;b_42;b_43;1;;
128;b_44;b_30;1;;
129;b_46;b_24;1;;
130;b_45;b_12;1;;
131;b_48;b_40;1;;
132;b_12;b_13;1;;
133;b_1;b_8;1;;
134;b_12;b_29;1;;
135;b_35;b_38;1;;
136;b_1;b_7;1;;
137;b_17;b_14;1;;
138;b_47;b_20;1;;
139;b_9;b_20;1;;
140;b_42;b_1;1;;
141;b_11;b_22;1;;
142;b_14;b_38;1;;
143;b_21;b_11;1;;
144;b_17;b_35;1;;
145;b_49;b_3;1;;
146;b_34;b_0;1;;
147;b_11;b_28;1;;
148;b_0;b_37;1;;
149;b_4;b_25;1;;
150;b_46;b_33;1;;
151;b_15;b_37;1;;
152;b_5;b_31;1;;
153;b_41;b_26;1;;
154;b_29;b_4;1;;
155;b_8;b_49;1;;
156;b_3;b_17;1;;
157;b_38;b_48;1;;
158;b_14;b_19;1;;
159;b_38;b_25;1;;
160;b_35;b_13;1;;
161;b_14;b_3;1;;
162;b_45;b_22;1;;
163;b_16;b_49;1;;
164;b_27;b_26;1;;
165;b_21;b_37;1;;
166;b_21;b_44;1;;
167;b_28;b_47;1;;
168;b_47;b_39;1;;
169;b_30;b_10;1;;
170;b_32;b_10;1;;
171;b_42;b_8;1;;
172;b_35;b_25;1;;
173;b_30;b_16;1;;
174;b_47;b_15;1;;
175;b_42;b_24;1;;
176;b_33;b_48;1;;
177;b_39;b_19;1;;
178;b_14;b_45;1;;
179;b_9;b_4;1;;
180;b_11;b_5;1;;
181;b_11;b_46;1;;
182;b_11;b_19;1;;
183;b_8;b_38;1;;
184;b_36;b_3;1;;
185;b_40;b_23;1;;
186;b_46;b_43;1;;
187;b_29;b_8;1;;
188;b_48;b_21;1;;
189;b_37;b_24;1;;
190;b_10;b_6;1;;
191;b_37;b_22;1;;
192;b_29;b_31;1;;
193;b_42;b_16;1;;
194;b_21;b_1;1;;
195;b_26;b_16;1;;
196;b_25;b_8;1;;
197;b_14;b_9;1;;
198;b_30;b_27;1;;
199;b_4;b_3;1;;
200;b_11;b_33;1;;
201;b_46;b_28;1;;
202;b_43;b_21;1;;
203;b_23;b_8;1;;
204;b_42;b_47;1;;
205;b_6;b_12;1;;
206;b_35;b_3;1;;
207;b_35;b_10;1;;
208;b_23;b_6;1;;
209;b_32;b_39;1;;
210;b_11;b_26;1;;
211;b_13;b_26;1;;
212;b_16;b_35;1;;
213;b_28;b_24;1;;
214;b_15;b_46;1;;
215;b_2;b_15;1;;
216;b_48;b_10;1;;
217;b_18;b_34;1;;
218;b_41;b_44;1;;
219;b_25;b_17;1;;
220;b_47;b_14;1;;
221;b_3;b_30;1;;
222;b_13;b_28;1;;
223;b_47;b_33;1;;
224;b_43;b_33;1;;
225;b_28;b_10;1;;
226;b_22;b_45;1;;
227;b_10;b_38;1;;
228;b_10;b_0;1;;
229;b_24;b_44;1;;
230;b_31;b_30;1;;
231;b_24;b_46;1;;
232;b_3;b_20;1;;
233;b_8;b_43;1;;
234;b_27;b_33;1;;
235;b_29;b_47;1;;
236;b_18;b_17;1;;
237;b_14;b_15;1;;
238;b_9;b_36;1;;
239;b_9;b_39;1;;
240;b_12;b_42;1;;
241;b_31;b_7;1;;
242;b_36;b_30;1;;
243;b_8;b_13;1;;
244;b_32;b_12;1;;
245;b_1;b_22;1;;
246;b_31;b_44;1;;
247;b_31;b_47;1;;
248;b_35;b_39;1;;
249;b_45;b_10;1;;
250;b_20;b_4;1;;
