Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_12;b_22;1;;
2;b_49;b_15;1;;
3;b_39;b_18;1;;
4;b_3;b_9;1;;
5;b_8;b_39;1;;
6;b_32;b_33;1;;
7;b_5;b_22;1;;
8;b_29;b_15;1;;
9;b_5;b_13;1;;
10;b_40;b_27;1;;
11;b_4;b_27;1;;
12;b_42;b_23;1;;
13;b_25;b_28;1;;
14;b_5;b_38;1;;
15;b_29;b_32;1;;
16;b_35;b_33;1;;
17;b_22;b_16;1;;
18;b_33;b_40;1;;
19;b_16;b_36;1;;
20;b_22;b_21;1;;
21;b_16;b_20;1;;
22;b_38;b_34;1;;
23;b_2;b_8;1;;
24;b_14;b_16;1;;
25;b_38;b_8;1;;
26;b_19;b_15;1;;
27;b_48;b_20;1;;
28;b_45;b_3;1;;
29;b_14;b_40;1;;
30;b_13;b_19;1;;
31;b_38;b_1;1;;
32;b_4;b_16;1;;
33;b_22;b_44;1;;
34;b_18;b_29;1;;
35;b_20;b_19;1;;
36;b_35;b_18;1;;
37;b_4;b_1;1;;
38;b_37;b_44;1;;
39;b_5;b_41;1;;
40;b_27;b_23;1;;
41;b_42;b_38;1;;
42;b_3;b_10;1;;
43;b_8;b_37;1;;
44;b_1;b_47;1;;
45;b_7;b_42;1;;
46;b_21;b_34;1;;
47;b_18;b_49;1;;
48;b_44;b_25;1;;
49;b_35;b_38;1;;
50;b_2;b_25;1;;
51;b_47;b_13;1;;
52;b_49;b_47;1;;
53;b_36;b_43;1;;
54;b_27;b_4;1;;
55;b_25;b_27;1;;
56;b_17;b_6;1;;
57;b_41;b_21;1;;
58;b_0;b_28;1;;
59;b_21;b_25;1;;
60;b_2;b_17;1;;
61;b_26;b_33;1;;
62;b_44;b_41;1;;
63;b_15;b_18;1;;
64;b_46;b_39;1;;
65;b_3;b_23;1;;
66;b_33;b_49;1;;
67;b_47;b_23;1;;
68;b_24;b_19;1;;
69;b_0;b_33;1;;
70;b_16;b_0;1;;
71;b_8;b_19;1;;
72;b_4;b_20;1;;
73;b_16;b_31;1;;
74;b_19;b_6;1;;
75;b_29;b_31;1;;
76;b_3;b_34;1;;
77;b_21;b_30;1;;
78;b_43;b_3;1;;
79;b_35;b_19;1;;
80;b_28;b_24;1;;
81;b_31;b_32;1;;
82;b_23;b_10;1;;
83;b_42;b_25;1;;
84;b_33;b_27;1;;
85;b_1;b_19;1;;
86;b_22;b_25;1;;
87;b_0;b_25;1;;
88;b_10;b_39;1;;
89;b_48;b_6;1;;
90;b_34;b_49;1;;
91;b_10;b_4;1;;
92;b_32;b_36;1;;
93;b_15;b_1;1;;
94;b_46;b_5;1;;
95;b_4;b_37;1;;
96;b_19;b_17;1;;
97;b_34;b_35;1;;
98;b_31;b_17;1;;
99;b_46;b_31;1;;
100;b_45;b_39;1;;
101;b_15;b_9;1;;
102;b_47;b_37;1;;
103;b_31;b_38;1;;
104;b_10;b_44;1;;
105;b_11;b_39;1;;
106;b_6;b_2;1;;
107;b_35;b_36;1;;
108;b_40;b_9;1;;
109;b_2;b_11;1;;
110;b_23;b_44;1;;
111;b_48;b_35;1;;
112;b_38;b_3;1;;
113;b_26;b_39;1;;
114;b_26;b_23;1;;
115;b_43;b_17;1;;
116;b_43;b_23;1;;
117;b_40;b_8;1;;
118;b_39;b_17;1;;
119;b_29;b_6;1;;
120;b_35;b_12;1;;
121;b_21;b_27;1;;
122;b_35;b_48;1;;
123;b_39;b_38;1;;
124;b_37;b_36;1;;
125;b_46;b_9;1;;
126;b_6;b_4;1;;
127;b_20;b_36;1;;
128;b_49;b_32;1;;
129;b_29;b_44;1;;
130;b_21;b_32;1;;
131;b_43;b_33;1;;
132;b_48;b_33;1;;
133;b_7;b_0;1;;
134;b_27;b_8;1;;
135;b_7;b_32;1;;
136;b_7;b_28;1;;
137;b_22;b_37;1;;
138;b_20;b_4;1;;
139;b_24;b_42;1;;
140;b_10;b_28;1;;
141;b_17;b_0;1;;
142;b_39;b_34;1;;
143;b_5;b_31;1;;
144;b_47;b_11;1;;
145;b_23;b_8;1;;
146;b_41;b_40;1;;
147;b_27;b_37;1;;
148;b_12;b_7;1;;
149;b_25;b_40;1;;
150;b_49;b_23;1;;
151;b_31;b_12;1;;
152;b_1;b_6;1;;
153;b_4;b_29;1;;
154;b_47;b_26;1;;
155;b_22;b_19;1;;
156;b_8;b_12;1;;
157;b_45;b_36;1;;
158;b_7;b_26;1;;
159;b_43;b_8;1;;
160;b_37;b_3;1;;
161;b_3;b_45;1;;
162;b_29;b_37;1;;
163;b_8;b_15;1;;
164;b_41;b_24;1;;
165;b_9;b_39;1;;
166;b_9;b_6;1;;
167;b_26;b_43;1;;
168;b_20;b_24;1;;
169;b_2;b_13;1;;
170;b_2;b_33;1;;
171;b_15;b_31;1;;
172;b_26;b_37;1;;
173;b_13;b_37;1;;
174;b_40;b_24;1;;
175;b_29;b_16;1;;
176;b_25;b_33;1;;
177;b_40;b_29;1;;
178;b_17;b_5;1;;
179;b_26;b_28;1;;
180;b_32;b_44;1;;
181;b_32;b_49;1;;
182;b_38;b_25;1;;
183;b_24;b_4;1;;
184;b_9;b_13;1;;
185;b_28;b_39;1;;
186;b_42;b_21;1;;
187;b_46;b_10;1;;
188;b_42;b_9;1;;
189;b_38;b_35;1;;
190;b_11;b_24;1;;
191;b_41;b_18;1;;
192;b_8;b_28;1;;
193;b_39;b_31;1;;
194;b_10;b_6;1;;
195;b_26;b_16;1;;
196;b_43;b_0;1;;
197;b_1;b_10;1;;
198;b_33;b_30;1;;
199;b_11;b_47;1;;
200;b_3;b_26;1;;
201;b_7;b_31;1;;
202;b_4;b_40;1;;
203;b_24;b_2;1;;
204;b_0;b_24;1;;
205;b_24;b_41;1;;
206;b_18;b_45;1;;
207;b_40;b_7;1;;
208;b_3;b_41;1;;
209;b_31;b_40;1;;
210;b_46;b_27;1;;
211;b_30;b_44;1;;
212;b_29;b_18;1;;
213;b_10;b_20;1;;
214;b_0;b_26;1;;
215;b_38;b_31;1;;
216;b_0;b_10;1;;
217;b_29;b_7;1;;
218;b_5;b_9;1;;
219;b_19;b_46;1;;
