Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_39;b_26;1;;
2;b_1;b_44;1;;
3;b_27;b_17;1;;
4;b_3;b_32;1;;
5;b_48;b_37;1;;
6;b_17;b_3;1;;
7;b_44;b_15;1;;
8;b_49;b_44;1;;
9;b_47;b_41;1;;
10;b_35;b_39;1;;
11;b_25;b_26;1;;
12;b_9;b_44;1;;
13;b_18;b_47;1;;
14;b_17;b_38;1;;
15;b_42;b_15;1;;
16;b_7;b_4;1;;
17;b_0;b_19;1;;
18;b_7;b_8;1;;
19;b_27;b_8;1;;
20;b_12;b_9;1;;
21;b_11;b_9;1;;
22;b_23;b_22;1;;
23;b_48;b_30;1;;
24;b_32;b_8;1;;
25;b_44;b_28;1;;
26;b_36;b_37;1;;
27;b_28;b_47;1;;
28;b_45;b_32;1;;
29;b_10;b_42;1;;
30;b_23;b_34;1;;
31;b_42;b_31;1;;
32;b_46;b_31;1;;
33;b_40;b_8;1;;
34;b_1;b_20;1;;
35;b_25;b_10;1;;
36;b_44;b_43;1;;
37;b_45;b_41;1;;
38;b_30;b_37;1;;
39;b_18;b_35;1;;
40;b_10;b_41;1;;
41;b_19;b_41;1;;
42;b_12;b_3;1;;
43;b_6;b_28;1;;
44;b_9;b_13;1;;
45;b_28;b_32;1;;
46;b_17;b_2;1;;
47;b_5;b_46;1;;
48;b_22;b_37;1;;
49;b_28;b_9;1;;
50;b_33;b_11;1;;
51;b_8;b_32;1;;
52;b_11;b_8;1;;
53;b_42;b_9;1;;
54;b_23;b_47;1;;
55;b_30;b_8;1;;
56;b_45;b_18;1;;
57;b_23;b_40;1;;
58;b_33;b_8;1;;
59;b_33;b_2;1;;
60;b_3;b_31;1;;
61;b_5;b_30;1;;
62;b_20;b_16;1;;
63;b_47;b_23;1;;
64;b_3;b_40;1;;
65;b_49;b_15;1;;
66;b_11;b_17;1;;
67;b_39;b_37;1;;
68;b_27;b_5;1;;
69;b_17;b_5;1;;
70;b_2;b_34;1;;
71;b_32;b_6;1;;
72;b_4;b_3;1;;
73;b_37;b_20;1;;
74;b_44;b_40;1;;
75;b_14;b_13;1;;
76;b_3;b_26;1;;
77;b_42;b_10;1;;
78;b_2;b_21;1;;
79;b_12;b_29;1;;
80;b_20;b_21;1;;
81;b_45;b_3;1;;
82;b_37;b_48;1;;
83;b_1;b_12;1;;
84;b_7;b_0;1;;
85;b_3;b_33;1;;
86;b_25;b_7;1;;
87;b_33;b_28;1;;
88;b_43;b_17;1;;
89;b_12;b_21;1;;
90;b_19;b_2;1;;
91;b_22;b_25;1;;
92;b_26;b_48;1;;
93;b_13;b_31;1;;
94;b_9;b_33;1;;
95;b_25;b_1;1;;
