Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_39;b_44;1;;
2;b_0;b_22;1;;
3;b_23;b_13;1;;
4;b_7;b_40;1;;
5;b_13;b_11;1;;
6;b_5;b_39;1;;
7;b_28;b_42;1;;
8;b_46;b_0;1;;
9;b_17;b_45;1;;
10;b_9;b_40;1;;
11;b_47;b_10;1;;
12;b_34;b_47;1;;
13;b_27;b_9;1;;
14;b_2;b_0;1;;
15;b_40;b_16;1;;
16;b_20;b_48;1;;
17;b_24;b_46;1;;
18;b_18;b_25;1;;
19;b_14;b_0;1;;
20;b_23;b_3;1;;
21;b_5;b_4;1;;
22;b_33;b_26;1;;
23;b_28;b_2;1;;
24;b_30;b_49;1;;
25;b_22;b_26;1;;
26;b_13;b_45;1;;
27;b_9;b_8;1;;
28;b_15;b_1;1;;
29;b_43;b_5;1;;
30;b_23;b_17;1;;
31;b_7;b_36;1;;
32;b_25;b_6;1;;
33;b_49;b_22;1;;
34;b_22;b_34;1;;
35;b_42;b_16;1;;
36;b_31;b_13;1;;
37;b_46;b_2;1;;
38;b_30;b_15;1;;
39;b_6;b_7;1;;
40;b_11;b_3;1;;
41;b_16;b_15;1;;
42;b_27;b_34;1;;
43;b_5;b_26;1;;
44;b_44;b_18;1;;
45;b_9;b_17;1;;
46;b_38;b_21;1;;
47;b_22;b_33;1;;
48;b_32;b_34;1;;
49;b_43;b_49;1;;
50;b_38;b_42;1;;
51;b_17;b_35;1;;
52;b_21;b_8;1;;
53;b_42;b_6;1;;
54;b_27;b_49;1;;
55;b_23;b_30;1;;
56;b_39;b_36;1;;
57;b_17;b_22;1;;
58;b_31;b_6;1;;
59;b_27;b_28;1;;
60;b_37;b_4;1;;
61;b_7;b_45;1;;
62;b_32;b_41;1;;
63;b_13;b_44;1;;
64;b_10;b_40;1;;
65;b_24;b_45;1;;
66;b_46;b_27;1;;
67;b_6;b_48;1;;
68;b_31;b_27;1;;
69;b_44;b_4;1;;
70;b_22;b_30;1;;
71;b_20;b_46;1;;
72;b_9;b_47;1;;
73;b_33;b_5;1;;
74;b_5;b_43;1;;
75;b_47;b_27;1;;
76;b_16;b_33;1;;
77;b_19;b_11;1;;
78;b_23;b_22;1;;
79;b_47;b_12;1;;
80;b_34;b_36;1;;
81;b_1;b_32;1;;
82;b_29;b_3;1;;
83;b_45;b_3;1;;
84;b_45;b_1;1;;
85;b_25;b_14;1;;
86;b_25;b_19;1;;
87;b_47;b_23;1;;
88;b_14;b_35;1;;
89;b_32;b_12;1;;
90;b_4;b_24;1;;
91;b_23;b_36;1;;
92;b_38;b_29;1;;
93;b_45;b_48;1;;
94;b_21;b_20;1;;
95;b_27;b_40;1;;
96;b_33;b_34;1;;
97;b_26;b_19;1;;
98;b_46;b_26;1;;
99;b_2;b_43;1;;
100;b_24;b_10;1;;
101;b_15;b_18;1;;
102;b_37;b_42;1;;
103;b_18;b_38;1;;
104;b_16;b_27;1;;
105;b_1;b_23;1;;
106;b_32;b_29;1;;
107;b_30;b_43;1;;
108;b_27;b_20;1;;
109;b_39;b_29;1;;
110;b_22;b_12;1;;
111;b_25;b_42;1;;
112;b_13;b_3;1;;
113;b_19;b_33;1;;
114;b_16;b_12;1;;
115;b_23;b_34;1;;
116;b_30;b_5;1;;
117;b_18;b_34;1;;
118;b_34;b_2;1;;
119;b_30;b_28;1;;
120;b_6;b_17;1;;
121;b_36;b_9;1;;
122;b_13;b_16;1;;
123;b_22;b_48;1;;
124;b_41;b_32;1;;
125;b_24;b_3;1;;
126;b_47;b_31;1;;
127;b_43;b_35;1;;
128;b_33;b_11;1;;
129;b_35;b_0;1;;
130;b_25;b_40;1;;
131;b_41;b_46;1;;
132;b_43;b_40;1;;
133;b_5;b_29;1;;
134;b_48;b_23;1;;
135;b_5;b_33;1;;
136;b_17;b_15;1;;
137;b_37;b_13;1;;
138;b_11;b_40;1;;
139;b_25;b_31;1;;
140;b_41;b_20;1;;
141;b_6;b_3;1;;
142;b_47;b_32;1;;
143;b_12;b_35;1;;
144;b_5;b_20;1;;
145;b_15;b_8;1;;
146;b_5;b_18;1;;
147;b_33;b_10;1;;
148;b_0;b_34;1;;
149;b_7;b_25;1;;
150;b_15;b_30;1;;
151;b_11;b_12;1;;
152;b_44;b_33;1;;
153;b_36;b_28;1;;
154;b_17;b_4;1;;
155;b_33;b_18;1;;
156;b_12;b_4;1;;
157;b_44;b_37;1;;
158;b_47;b_28;1;;
159;b_22;b_31;1;;
160;b_23;b_25;1;;
161;b_45;b_29;1;;
162;b_41;b_45;1;;
163;b_39;b_46;1;;
164;b_39;b_16;1;;
165;b_2;b_24;1;;
166;b_16;b_20;1;;
167;b_40;b_0;1;;
168;b_31;b_29;1;;
169;b_32;b_15;1;;
170;b_35;b_21;1;;
171;b_47;b_9;1;;
172;b_25;b_9;1;;
173;b_49;b_3;1;;
174;b_37;b_31;1;;
175;b_10;b_11;1;;
176;b_48;b_24;1;;
177;b_12;b_30;1;;
178;b_7;b_21;1;;
179;b_1;b_46;1;;
180;b_1;b_28;1;;
181;b_5;b_37;1;;
182;b_39;b_11;1;;
183;b_15;b_17;1;;
184;b_37;b_45;1;;
185;b_42;b_5;1;;
186;b_29;b_18;1;;
187;b_16;b_8;1;;
188;b_24;b_32;1;;
189;b_48;b_39;1;;
190;b_40;b_28;1;;
191;b_14;b_9;1;;
192;b_11;b_46;1;;
193;b_19;b_46;1;;
194;b_18;b_13;1;;
195;b_4;b_40;1;;
196;b_40;b_5;1;;
197;b_21;b_40;1;;
198;b_28;b_44;1;;
199;b_3;b_19;1;;
200;b_10;b_26;1;;
201;b_0;b_12;1;;
202;b_15;b_36;1;;
203;b_19;b_34;1;;
204;b_27;b_25;1;;
205;b_29;b_33;1;;
206;b_25;b_4;1;;
207;b_13;b_18;1;;
208;b_0;b_46;1;;
209;b_47;b_48;1;;
210;b_47;b_41;1;;
211;b_49;b_15;1;;
212;b_7;b_33;1;;
213;b_17;b_12;1;;
214;b_15;b_22;1;;
215;b_5;b_40;1;;
216;b_18;b_40;1;;
217;b_33;b_31;1;;
218;b_11;b_26;1;;
219;b_34;b_0;1;;
220;b_37;b_16;1;;
221;b_29;b_46;1;;
222;b_5;b_27;1;;
223;b_4;b_0;1;;
224;b_44;b_15;1;;
225;b_43;b_27;1;;
226;b_33;b_14;1;;
227;b_20;b_28;1;;
228;b_46;b_7;1;;
229;b_29;b_27;1;;
230;b_40;b_6;1;;
231;b_27;b_18;1;;
232;b_3;b_17;1;;
233;b_13;b_24;1;;
234;b_47;b_4;1;;
235;b_6;b_30;1;;
236;b_2;b_12;1;;
237;b_47;b_20;1;;
238;b_47;b_0;1;;
239;b_2;b_47;1;;
240;b_45;b_43;1;;
241;b_30;b_35;1;;
242;b_31;b_48;1;;
243;b_7;b_0;1;;
244;b_19;b_18;1;;
245;b_41;b_30;1;;
246;b_32;b_16;1;;
247;b_34;b_46;1;;
248;b_49;b_47;1;;
249;b_2;b_16;1;;
250;b_38;b_11;1;;
251;b_12;b_2;1;;
252;b_4;b_26;1;;
253;b_38;b_8;1;;
254;b_27;b_0;1;;
255;b_42;b_34;1;;
256;b_1;b_38;1;;
257;b_20;b_36;1;;
258;b_31;b_28;1;;
259;b_10;b_34;1;;
260;b_4;b_45;1;;
261;b_1;b_21;1;;
262;b_32;b_17;1;;
263;b_19;b_40;1;;
264;b_37;b_21;1;;
265;b_25;b_38;1;;
266;b_4;b_17;1;;
267;b_35;b_47;1;;
268;b_2;b_10;1;;
269;b_1;b_29;1;;
270;b_28;b_38;1;;
271;b_36;b_0;1;;
272;b_18;b_44;1;;
273;b_20;b_29;1;;
274;b_26;b_4;1;;
275;b_29;b_10;1;;
276;b_9;b_29;1;;
277;b_35;b_1;1;;
278;b_20;b_2;1;;
279;b_4;b_27;1;;
280;b_20;b_45;1;;
281;b_8;b_20;1;;
282;b_23;b_37;1;;
283;b_27;b_7;1;;
284;b_10;b_43;1;;
285;b_32;b_13;1;;
286;b_18;b_17;1;;
287;b_0;b_44;1;;
288;b_46;b_11;1;;
289;b_8;b_47;1;;
290;b_15;b_46;1;;
291;b_22;b_19;1;;
292;b_3;b_48;1;;
293;b_13;b_12;1;;
294;b_24;b_42;1;;
295;b_46;b_18;1;;
296;b_28;b_11;1;;
297;b_43;b_2;1;;
298;b_36;b_11;1;;
299;b_22;b_37;1;;
300;b_35;b_49;1;;
301;b_6;b_16;1;;
302;b_2;b_36;1;;
303;b_20;b_16;1;;
304;b_18;b_21;1;;
305;b_10;b_3;1;;
306;b_33;b_1;1;;
307;b_20;b_5;1;;
308;b_1;b_36;1;;
309;b_9;b_49;1;;
310;b_40;b_48;1;;
311;b_1;b_44;1;;
312;b_18;b_41;1;;
313;b_42;b_38;1;;
314;b_29;b_2;1;;
315;b_21;b_38;1;;
316;b_24;b_28;1;;
317;b_11;b_36;1;;
318;b_3;b_9;1;;
319;b_49;b_5;1;;
320;b_30;b_1;1;;
321;b_22;b_15;1;;
322;b_8;b_21;1;;
323;b_15;b_37;1;;
324;b_46;b_39;1;;
325;b_49;b_8;1;;
