Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_20;b_34;1;;
2;b_16;b_32;1;;
3;b_37;b_29;1;;
4;b_49;b_33;1;;
5;b_26;b_12;1;;
6;b_21;b_34;1;;
7;b_45;b_21;1;;
8;b_16;b_4;1;;
9;b_6;b_28;1;;
10;b_14;b_35;1;;
11;b_46;b_30;1;;
12;b_45;b_48;1;;
13;b_13;b_11;1;;
14;b_24;b_3;1;;
15;b_43;b_35;1;;
16;b_11;b_45;1;;
17;b_44;b_2;1;;
18;b_0;b_32;1;;
19;b_3;b_25;1;;
20;b_24;b_10;1;;
21;b_45;b_26;1;;
22;b_44;b_16;1;;
23;b_37;b_46;1;;
24;b_39;b_46;1;;
25;b_25;b_22;1;;
26;b_3;b_12;1;;
27;b_8;b_47;1;;
28;b_4;b_27;1;;
29;b_36;b_8;1;;
30;b_49;b_5;1;;
31;b_16;b_2;1;;
32;b_28;b_41;1;;
33;b_42;b_28;1;;
34;b_28;b_11;1;;
35;b_5;b_30;1;;
36;b_29;b_23;1;;
37;b_49;b_26;1;;
38;b_31;b_5;1;;
39;b_5;b_35;1;;
40;b_37;b_17;1;;
41;b_4;b_13;1;;
42;b_43;b_11;1;;
43;b_38;b_9;1;;
44;b_46;b_31;1;;
45;b_42;b_19;1;;
46;b_36;b_7;1;;
47;b_23;b_27;1;;
48;b_40;b_47;1;;
49;b_10;b_47;1;;
50;b_47;b_28;1;;
51;b_40;b_22;1;;
52;b_24;b_0;1;;
53;b_11;b_36;1;;
54;b_26;b_13;1;;
55;b_26;b_31;1;;
56;b_25;b_44;1;;
57;b_11;b_9;1;;
58;b_12;b_21;1;;
59;b_0;b_15;1;;
60;b_44;b_46;1;;
61;b_4;b_36;1;;
62;b_0;b_45;1;;
63;b_2;b_41;1;;
64;b_32;b_7;1;;
65;b_10;b_30;1;;
66;b_29;b_25;1;;
67;b_44;b_34;1;;
68;b_27;b_18;1;;
69;b_9;b_8;1;;
70;b_31;b_34;1;;
71;b_34;b_21;1;;
72;b_43;b_26;1;;
73;b_3;b_23;1;;
74;b_26;b_46;1;;
75;b_19;b_3;1;;
76;b_12;b_38;1;;
77;b_7;b_40;1;;
78;b_20;b_9;1;;
79;b_40;b_7;1;;
80;b_15;b_30;1;;
81;b_41;b_45;1;;
82;b_9;b_46;1;;
83;b_19;b_38;1;;
84;b_15;b_25;1;;
85;b_8;b_5;1;;
86;b_20;b_5;1;;
87;b_16;b_41;1;;
88;b_29;b_38;1;;
89;b_42;b_13;1;;
90;b_8;b_14;1;;
91;b_46;b_47;1;;
92;b_3;b_8;1;;
93;b_25;b_9;1;;
94;b_33;b_20;1;;
95;b_49;b_13;1;;
96;b_7;b_46;1;;
97;b_23;b_28;1;;
98;b_31;b_27;1;;
99;b_2;b_24;1;;
100;b_19;b_36;1;;
101;b_4;b_33;1;;
102;b_28;b_18;1;;
103;b_43;b_10;1;;
104;b_20;b_16;1;;
105;b_43;b_0;1;;
106;b_44;b_27;1;;
107;b_24;b_37;1;;
108;b_6;b_34;1;;
109;b_37;b_11;1;;
110;b_31;b_1;1;;
111;b_31;b_35;1;;
112;b_44;b_6;1;;
113;b_40;b_8;1;;
114;b_34;b_44;1;;
115;b_21;b_10;1;;
