Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_9;b_23;1;;
2;b_5;b_13;1;;
3;b_24;b_35;1;;
4;b_33;b_37;1;;
5;b_33;b_22;1;;
6;b_38;b_8;1;;
7;b_21;b_38;1;;
8;b_45;b_46;1;;
9;b_1;b_18;1;;
10;b_10;b_24;1;;
11;b_2;b_46;1;;
12;b_23;b_8;1;;
13;b_48;b_24;1;;
14;b_44;b_12;1;;
15;b_30;b_17;1;;
16;b_33;b_12;1;;
17;b_16;b_7;1;;
18;b_39;b_49;1;;
19;b_11;b_41;1;;
20;b_48;b_37;1;;
21;b_1;b_25;1;;
22;b_44;b_23;1;;
23;b_31;b_29;1;;
24;b_19;b_40;1;;
25;b_19;b_34;1;;
26;b_24;b_11;1;;
27;b_24;b_23;1;;
28;b_29;b_22;1;;
29;b_34;b_22;1;;
30;b_7;b_38;1;;
31;b_1;b_13;1;;
32;b_6;b_26;1;;
33;b_47;b_36;1;;
34;b_27;b_37;1;;
35;b_34;b_16;1;;
36;b_0;b_2;1;;
37;b_13;b_7;1;;
38;b_34;b_3;1;;
39;b_22;b_34;1;;
40;b_18;b_37;1;;
41;b_24;b_42;1;;
42;b_12;b_23;1;;
43;b_41;b_19;1;;
44;b_46;b_20;1;;
45;b_45;b_44;1;;
46;b_42;b_23;1;;
47;b_33;b_35;1;;
48;b_36;b_41;1;;
49;b_17;b_49;1;;
50;b_12;b_20;1;;
51;b_4;b_36;1;;
52;b_13;b_23;1;;
53;b_23;b_18;1;;
54;b_45;b_9;1;;
55;b_9;b_32;1;;
56;b_3;b_17;1;;
57;b_30;b_41;1;;
58;b_27;b_7;1;;
59;b_41;b_42;1;;
60;b_20;b_41;1;;
61;b_42;b_10;1;;
62;b_21;b_47;1;;
63;b_44;b_42;1;;
64;b_35;b_47;1;;
65;b_45;b_33;1;;
66;b_14;b_19;1;;
67;b_42;b_46;1;;
68;b_11;b_29;1;;
69;b_32;b_4;1;;
70;b_24;b_27;1;;
71;b_6;b_40;1;;
72;b_49;b_26;1;;
73;b_42;b_38;1;;
74;b_23;b_46;1;;
75;b_45;b_14;1;;
76;b_21;b_23;1;;
77;b_20;b_9;1;;
78;b_28;b_43;1;;
79;b_23;b_37;1;;
80;b_8;b_23;1;;
81;b_21;b_8;1;;
82;b_32;b_27;1;;
83;b_46;b_40;1;;
84;b_41;b_31;1;;
85;b_38;b_43;1;;
86;b_11;b_49;1;;
87;b_32;b_3;1;;
88;b_12;b_2;1;;
89;b_33;b_36;1;;
90;b_12;b_7;1;;
91;b_17;b_10;1;;
92;b_32;b_34;1;;
93;b_46;b_15;1;;
94;b_26;b_40;1;;
95;b_37;b_32;1;;
96;b_22;b_44;1;;
97;b_38;b_6;1;;
98;b_0;b_32;1;;
99;b_26;b_8;1;;
100;b_41;b_37;1;;
101;b_14;b_0;1;;
102;b_31;b_1;1;;
103;b_46;b_27;1;;
104;b_8;b_32;1;;
105;b_34;b_25;1;;
106;b_26;b_23;1;;
107;b_3;b_46;1;;
108;b_28;b_44;1;;
109;b_14;b_38;1;;
110;b_24;b_16;1;;
111;b_37;b_10;1;;
112;b_0;b_22;1;;
113;b_25;b_36;1;;
114;b_27;b_13;1;;
115;b_35;b_22;1;;
116;b_47;b_10;1;;
117;b_22;b_42;1;;
118;b_4;b_12;1;;
119;b_33;b_15;1;;
120;b_7;b_14;1;;
121;b_19;b_1;1;;
122;b_20;b_0;1;;
123;b_40;b_22;1;;
124;b_32;b_31;1;;
125;b_42;b_41;1;;
126;b_26;b_30;1;;
127;b_35;b_25;1;;
128;b_32;b_35;1;;
129;b_25;b_49;1;;
130;b_26;b_5;1;;
131;b_37;b_20;1;;
132;b_17;b_47;1;;
133;b_23;b_42;1;;
134;b_30;b_27;1;;
135;b_37;b_18;1;;
136;b_43;b_9;1;;
137;b_31;b_38;1;;
138;b_17;b_5;1;;
139;b_27;b_38;1;;
140;b_45;b_39;1;;
141;b_40;b_47;1;;
142;b_36;b_45;1;;
143;b_13;b_25;1;;
144;b_3;b_26;1;;
145;b_11;b_40;1;;
146;b_36;b_27;1;;
147;b_1;b_32;1;;
148;b_31;b_40;1;;
149;b_18;b_21;1;;
150;b_42;b_29;1;;
151;b_2;b_4;1;;
152;b_34;b_21;1;;
153;b_11;b_19;1;;
154;b_8;b_30;1;;
155;b_20;b_33;1;;
156;b_38;b_48;1;;
157;b_15;b_22;1;;
158;b_32;b_46;1;;
159;b_33;b_21;1;;
160;b_33;b_39;1;;
161;b_19;b_32;1;;
162;b_19;b_29;1;;
163;b_34;b_10;1;;
164;b_28;b_15;1;;
165;b_4;b_32;1;;
166;b_13;b_28;1;;
167;b_23;b_33;1;;
168;b_45;b_29;1;;
169;b_27;b_34;1;;
170;b_32;b_12;1;;
171;b_0;b_31;1;;
172;b_33;b_17;1;;
173;b_18;b_30;1;;
174;b_4;b_24;1;;
175;b_19;b_5;1;;
176;b_16;b_22;1;;
177;b_5;b_44;1;;
178;b_17;b_42;1;;
179;b_47;b_38;1;;
180;b_39;b_8;1;;
181;b_48;b_6;1;;
182;b_28;b_24;1;;
183;b_3;b_30;1;;
184;b_10;b_31;1;;
185;b_25;b_17;1;;
186;b_46;b_30;1;;
187;b_21;b_32;1;;
188;b_21;b_27;1;;
189;b_33;b_25;1;;
190;b_47;b_37;1;;
191;b_12;b_19;1;;
192;b_8;b_10;1;;
193;b_37;b_43;1;;
194;b_29;b_44;1;;
195;b_21;b_4;1;;
196;b_38;b_25;1;;
197;b_43;b_3;1;;
198;b_35;b_32;1;;
199;b_48;b_17;1;;
200;b_17;b_48;1;;
201;b_24;b_47;1;;
202;b_23;b_29;1;;
203;b_44;b_40;1;;
204;b_39;b_7;1;;
205;b_6;b_25;1;;
206;b_25;b_40;1;;
207;b_7;b_47;1;;
208;b_27;b_46;1;;
209;b_5;b_14;1;;
210;b_17;b_26;1;;
211;b_30;b_43;1;;
212;b_6;b_0;1;;
213;b_26;b_16;1;;
214;b_30;b_37;1;;
215;b_35;b_36;1;;
216;b_24;b_21;1;;
