Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_29;b_21;1;;
2;b_19;b_5;1;;
3;b_31;b_11;1;;
4;b_15;b_18;1;;
5;b_35;b_6;1;;
6;b_20;b_11;1;;
7;b_30;b_34;1;;
8;b_12;b_22;1;;
9;b_24;b_46;1;;
10;b_26;b_45;1;;
11;b_18;b_37;1;;
12;b_17;b_3;1;;
13;b_15;b_36;1;;
14;b_39;b_41;1;;
15;b_42;b_25;1;;
16;b_42;b_3;1;;
17;b_13;b_35;1;;
18;b_13;b_22;1;;
19;b_21;b_11;1;;
20;b_30;b_20;1;;
21;b_23;b_22;1;;
22;b_18;b_21;1;;
23;b_6;b_15;1;;
24;b_8;b_48;1;;
25;b_3;b_45;1;;
26;b_3;b_20;1;;
27;b_8;b_19;1;;
28;b_46;b_1;1;;
29;b_41;b_27;1;;
30;b_12;b_29;1;;
31;b_18;b_43;1;;
32;b_5;b_6;1;;
33;b_40;b_3;1;;
34;b_38;b_48;1;;
35;b_12;b_48;1;;
36;b_14;b_21;1;;
37;b_4;b_43;1;;
38;b_22;b_3;1;;
39;b_43;b_21;1;;
40;b_8;b_31;1;;
41;b_28;b_38;1;;
42;b_41;b_39;1;;
43;b_40;b_2;1;;
44;b_40;b_9;1;;
45;b_18;b_2;1;;
46;b_39;b_6;1;;
47;b_27;b_36;1;;
48;b_30;b_8;1;;
49;b_6;b_22;1;;
50;b_38;b_34;1;;
51;b_37;b_34;1;;
52;b_41;b_15;1;;
53;b_41;b_31;1;;
54;b_2;b_27;1;;
55;b_16;b_20;1;;
56;b_11;b_22;1;;
57;b_38;b_13;1;;
58;b_18;b_13;1;;
59;b_27;b_4;1;;
60;b_47;b_23;1;;
61;b_30;b_21;1;;
62;b_12;b_35;1;;
63;b_44;b_13;1;;
64;b_35;b_28;1;;
65;b_48;b_27;1;;
66;b_11;b_42;1;;
67;b_15;b_42;1;;
68;b_29;b_46;1;;
69;b_3;b_34;1;;
70;b_23;b_5;1;;
71;b_12;b_32;1;;
72;b_4;b_38;1;;
73;b_49;b_11;1;;
74;b_44;b_37;1;;
75;b_10;b_40;1;;
76;b_48;b_10;1;;
77;b_0;b_24;1;;
