Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_8;b_35;1;;
2;b_47;b_33;1;;
3;b_38;b_20;1;;
4;b_20;b_2;1;;
5;b_26;b_28;1;;
6;b_47;b_3;1;;
7;b_4;b_24;1;;
8;b_24;b_3;1;;
9;b_49;b_45;1;;
10;b_9;b_7;1;;
11;b_8;b_39;1;;
12;b_33;b_21;1;;
13;b_35;b_15;1;;
14;b_13;b_10;1;;
15;b_39;b_22;1;;
16;b_38;b_26;1;;
17;b_22;b_10;1;;
18;b_3;b_14;1;;
19;b_37;b_32;1;;
20;b_32;b_14;1;;
21;b_26;b_25;1;;
22;b_3;b_49;1;;
23;b_20;b_46;1;;
24;b_18;b_27;1;;
25;b_38;b_33;1;;
26;b_43;b_25;1;;
27;b_16;b_31;1;;
28;b_14;b_44;1;;
29;b_14;b_26;1;;
30;b_34;b_30;1;;
31;b_31;b_42;1;;
32;b_13;b_14;1;;
33;b_5;b_11;1;;
34;b_25;b_14;1;;
35;b_20;b_48;1;;
36;b_6;b_14;1;;
37;b_35;b_40;1;;
38;b_12;b_8;1;;
39;b_41;b_22;1;;
40;b_1;b_3;1;;
41;b_5;b_24;1;;
42;b_22;b_44;1;;
43;b_16;b_12;1;;
44;b_24;b_47;1;;
45;b_23;b_18;1;;
46;b_14;b_45;1;;
47;b_45;b_40;1;;
48;b_19;b_11;1;;
49;b_24;b_43;1;;
50;b_0;b_46;1;;
51;b_8;b_2;1;;
52;b_35;b_0;1;;
53;b_34;b_26;1;;
54;b_33;b_49;1;;
55;b_40;b_14;1;;
56;b_30;b_27;1;;
57;b_27;b_25;1;;
58;b_43;b_26;1;;
59;b_44;b_29;1;;
60;b_25;b_24;1;;
61;b_35;b_38;1;;
62;b_21;b_15;1;;
63;b_19;b_21;1;;
64;b_17;b_34;1;;
65;b_19;b_23;1;;
66;b_43;b_24;1;;
67;b_23;b_33;1;;
68;b_38;b_12;1;;
69;b_39;b_31;1;;
70;b_29;b_3;1;;
71;b_47;b_39;1;;
72;b_0;b_14;1;;
73;b_34;b_8;1;;
74;b_3;b_8;1;;
75;b_12;b_33;1;;
76;b_45;b_35;1;;
77;b_0;b_41;1;;
78;b_40;b_27;1;;
79;b_10;b_14;1;;
80;b_28;b_8;1;;
81;b_14;b_11;1;;
82;b_16;b_42;1;;
83;b_41;b_46;1;;
84;b_30;b_40;1;;
85;b_41;b_4;1;;
86;b_35;b_47;1;;
87;b_7;b_25;1;;
88;b_13;b_23;1;;
89;b_38;b_1;1;;
90;b_6;b_30;1;;
91;b_7;b_33;1;;
92;b_33;b_37;1;;
93;b_39;b_44;1;;
94;b_2;b_9;1;;
95;b_8;b_24;1;;
96;b_16;b_13;1;;
97;b_46;b_27;1;;
98;b_37;b_48;1;;
99;b_27;b_28;1;;
100;b_15;b_22;1;;
101;b_27;b_41;1;;
102;b_25;b_8;1;;
103;b_7;b_48;1;;
104;b_1;b_15;1;;
105;b_39;b_30;1;;
106;b_37;b_34;1;;
107;b_37;b_46;1;;
108;b_35;b_4;1;;
109;b_7;b_8;1;;
110;b_44;b_10;1;;
111;b_47;b_41;1;;
112;b_27;b_29;1;;
113;b_7;b_0;1;;
114;b_32;b_20;1;;
115;b_8;b_7;1;;
116;b_11;b_26;1;;
117;b_2;b_31;1;;
118;b_38;b_34;1;;
119;b_9;b_2;1;;
120;b_48;b_26;1;;
121;b_1;b_47;1;;
122;b_9;b_21;1;;
123;b_35;b_28;1;;
124;b_22;b_21;1;;
125;b_10;b_44;1;;
126;b_5;b_1;1;;
127;b_38;b_24;1;;
128;b_46;b_39;1;;
129;b_40;b_21;1;;
130;b_24;b_22;1;;
131;b_8;b_46;1;;
132;b_31;b_15;1;;
133;b_42;b_47;1;;
134;b_19;b_49;1;;
135;b_26;b_10;1;;
136;b_17;b_16;1;;
137;b_32;b_21;1;;
138;b_26;b_23;1;;
139;b_48;b_3;1;;
140;b_27;b_26;1;;
141;b_5;b_16;1;;
142;b_19;b_40;1;;
143;b_42;b_9;1;;
144;b_22;b_34;1;;
145;b_7;b_40;1;;
146;b_9;b_48;1;;
147;b_34;b_40;1;;
148;b_8;b_28;1;;
149;b_48;b_22;1;;
150;b_22;b_48;1;;
151;b_6;b_17;1;;
152;b_41;b_8;1;;
153;b_40;b_28;1;;
154;b_17;b_4;1;;
155;b_19;b_39;1;;
156;b_46;b_14;1;;
157;b_16;b_8;1;;
158;b_28;b_2;1;;
159;b_46;b_47;1;;
160;b_33;b_6;1;;
161;b_30;b_1;1;;
162;b_39;b_12;1;;
163;b_37;b_30;1;;
164;b_49;b_15;1;;
165;b_4;b_45;1;;
166;b_15;b_27;1;;
167;b_43;b_35;1;;
168;b_1;b_17;1;;
169;b_45;b_13;1;;
170;b_46;b_18;1;;
171;b_8;b_9;1;;
172;b_28;b_49;1;;
173;b_18;b_3;1;;
174;b_32;b_5;1;;
175;b_12;b_24;1;;
176;b_1;b_33;1;;
177;b_48;b_20;1;;
178;b_41;b_19;1;;
179;b_33;b_9;1;;
180;b_9;b_25;1;;
181;b_38;b_19;1;;
182;b_39;b_40;1;;
183;b_28;b_30;1;;
184;b_30;b_19;1;;
185;b_22;b_43;1;;
186;b_22;b_5;1;;
187;b_32;b_1;1;;
188;b_34;b_15;1;;
189;b_23;b_34;1;;
190;b_28;b_7;1;;
191;b_16;b_19;1;;
192;b_11;b_14;1;;
193;b_48;b_47;1;;
194;b_16;b_18;1;;
195;b_7;b_36;1;;
196;b_41;b_29;1;;
197;b_5;b_37;1;;
198;b_5;b_12;1;;
199;b_14;b_35;1;;
200;b_28;b_45;1;;
201;b_43;b_48;1;;
202;b_26;b_46;1;;
203;b_45;b_19;1;;
204;b_16;b_35;1;;
205;b_17;b_30;1;;
206;b_7;b_26;1;;
207;b_38;b_6;1;;
208;b_47;b_8;1;;
209;b_27;b_31;1;;
210;b_39;b_27;1;;
211;b_7;b_23;1;;
212;b_24;b_0;1;;
