Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_35;b_18;1;;
2;b_14;b_27;1;;
3;b_38;b_17;1;;
4;b_30;b_41;1;;
5;b_46;b_17;1;;
6;b_43;b_18;1;;
7;b_20;b_44;1;;
8;b_9;b_4;1;;
9;b_31;b_20;1;;
10;b_16;b_2;1;;
11;b_34;b_15;1;;
12;b_19;b_37;1;;
13;b_1;b_4;1;;
14;b_38;b_47;1;;
15;b_8;b_27;1;;
16;b_34;b_44;1;;
17;b_0;b_17;1;;
18;b_41;b_25;1;;
19;b_13;b_30;1;;
20;b_25;b_40;1;;
21;b_9;b_16;1;;
22;b_46;b_41;1;;
23;b_42;b_24;1;;
24;b_1;b_44;1;;
25;b_21;b_12;1;;
26;b_10;b_5;1;;
27;b_16;b_7;1;;
28;b_29;b_14;1;;
29;b_8;b_14;1;;
30;b_30;b_32;1;;
31;b_38;b_37;1;;
32;b_12;b_0;1;;
33;b_1;b_16;1;;
34;b_32;b_30;1;;
35;b_14;b_33;1;;
36;b_33;b_1;1;;
37;b_39;b_34;1;;
38;b_12;b_34;1;;
39;b_40;b_17;1;;
40;b_48;b_16;1;;
41;b_21;b_7;1;;
42;b_45;b_12;1;;
43;b_42;b_21;1;;
44;b_41;b_31;1;;
45;b_34;b_18;1;;
46;b_26;b_41;1;;
47;b_9;b_3;1;;
48;b_1;b_38;1;;
49;b_27;b_14;1;;
50;b_28;b_41;1;;
51;b_37;b_36;1;;
52;b_43;b_14;1;;
53;b_17;b_28;1;;
54;b_11;b_4;1;;
55;b_25;b_24;1;;
56;b_19;b_12;1;;
57;b_44;b_39;1;;
58;b_44;b_35;1;;
59;b_24;b_18;1;;
60;b_16;b_29;1;;
61;b_38;b_10;1;;
62;b_28;b_4;1;;
63;b_48;b_5;1;;
64;b_2;b_49;1;;
65;b_6;b_21;1;;
66;b_15;b_40;1;;
67;b_5;b_49;1;;
68;b_16;b_11;1;;
69;b_9;b_5;1;;
70;b_10;b_19;1;;
71;b_17;b_1;1;;
72;b_7;b_35;1;;
73;b_13;b_24;1;;
74;b_32;b_1;1;;
75;b_13;b_36;1;;
76;b_17;b_35;1;;
77;b_38;b_40;1;;
78;b_7;b_38;1;;
79;b_11;b_0;1;;
80;b_40;b_49;1;;
81;b_19;b_8;1;;
82;b_15;b_26;1;;
83;b_3;b_9;1;;
84;b_16;b_35;1;;
85;b_31;b_26;1;;
86;b_39;b_33;1;;
87;b_0;b_5;1;;
88;b_42;b_11;1;;
89;b_15;b_27;1;;
90;b_49;b_6;1;;
91;b_2;b_19;1;;
92;b_2;b_6;1;;
93;b_45;b_4;1;;
94;b_36;b_34;1;;
95;b_30;b_31;1;;
96;b_28;b_15;1;;
97;b_18;b_15;1;;
98;b_25;b_38;1;;
99;b_43;b_3;1;;
100;b_25;b_15;1;;
101;b_9;b_17;1;;
102;b_45;b_31;1;;
103;b_20;b_41;1;;
104;b_28;b_8;1;;
105;b_37;b_48;1;;
106;b_10;b_13;1;;
107;b_27;b_9;1;;
108;b_18;b_4;1;;
109;b_14;b_6;1;;
110;b_36;b_21;1;;
111;b_40;b_38;1;;
112;b_19;b_25;1;;
113;b_14;b_31;1;;
114;b_19;b_27;1;;
115;b_30;b_0;1;;
116;b_10;b_11;1;;
117;b_42;b_6;1;;
118;b_9;b_45;1;;
119;b_16;b_23;1;;
120;b_26;b_17;1;;
121;b_15;b_1;1;;
122;b_46;b_33;1;;
123;b_40;b_11;1;;
124;b_18;b_11;1;;
125;b_9;b_0;1;;
126;b_15;b_14;1;;
127;b_40;b_9;1;;
128;b_45;b_39;1;;
129;b_24;b_48;1;;
130;b_33;b_42;1;;
131;b_20;b_48;1;;
132;b_4;b_3;1;;
133;b_27;b_25;1;;
134;b_23;b_9;1;;
135;b_14;b_48;1;;
136;b_12;b_21;1;;
137;b_32;b_23;1;;
138;b_43;b_16;1;;
139;b_30;b_3;1;;
140;b_39;b_10;1;;
141;b_30;b_46;1;;
142;b_41;b_37;1;;
143;b_30;b_16;1;;
144;b_37;b_9;1;;
145;b_39;b_14;1;;
146;b_46;b_3;1;;
147;b_14;b_8;1;;
148;b_26;b_38;1;;
149;b_5;b_7;1;;
150;b_20;b_2;1;;
151;b_30;b_22;1;;
152;b_4;b_37;1;;
153;b_45;b_25;1;;
154;b_12;b_5;1;;
155;b_15;b_8;1;;
156;b_31;b_47;1;;
157;b_46;b_23;1;;
158;b_26;b_35;1;;
159;b_47;b_32;1;;
160;b_3;b_18;1;;
161;b_30;b_7;1;;
162;b_18;b_32;1;;
163;b_24;b_0;1;;
164;b_30;b_2;1;;
165;b_43;b_26;1;;
166;b_43;b_9;1;;
167;b_22;b_8;1;;
168;b_17;b_42;1;;
169;b_23;b_45;1;;
170;b_4;b_13;1;;
171;b_14;b_0;1;;
172;b_7;b_24;1;;
173;b_22;b_14;1;;
174;b_22;b_34;1;;
175;b_11;b_43;1;;
176;b_2;b_15;1;;
177;b_33;b_16;1;;
178;b_44;b_36;1;;
179;b_46;b_21;1;;
180;b_16;b_6;1;;
181;b_36;b_4;1;;
182;b_14;b_32;1;;
183;b_17;b_25;1;;
184;b_22;b_27;1;;
185;b_0;b_15;1;;
186;b_30;b_49;1;;
187;b_9;b_20;1;;
188;b_13;b_40;1;;
189;b_46;b_6;1;;
190;b_48;b_4;1;;
191;b_3;b_23;1;;
192;b_14;b_23;1;;
193;b_11;b_22;1;;
194;b_16;b_1;1;;
195;b_16;b_42;1;;
196;b_19;b_29;1;;
197;b_38;b_15;1;;
198;b_22;b_28;1;;
199;b_32;b_5;1;;
200;b_16;b_46;1;;
201;b_18;b_25;1;;
202;b_26;b_11;1;;
203;b_4;b_34;1;;
204;b_14;b_40;1;;
205;b_46;b_26;1;;
206;b_4;b_22;1;;
207;b_42;b_12;1;;
208;b_38;b_43;1;;
209;b_28;b_0;1;;
210;b_6;b_26;1;;
211;b_33;b_2;1;;
212;b_33;b_14;1;;
213;b_17;b_39;1;;
214;b_25;b_39;1;;
215;b_10;b_24;1;;
216;b_44;b_20;1;;
217;b_1;b_49;1;;
218;b_9;b_41;1;;
219;b_7;b_20;1;;
220;b_1;b_24;1;;
221;b_30;b_40;1;;
222;b_41;b_36;1;;
223;b_7;b_30;1;;
224;b_32;b_10;1;;
225;b_14;b_26;1;;
226;b_11;b_34;1;;
227;b_46;b_4;1;;
228;b_9;b_37;1;;
229;b_39;b_31;1;;
230;b_4;b_30;1;;
231;b_48;b_30;1;;
232;b_14;b_28;1;;
233;b_42;b_32;1;;
234;b_0;b_33;1;;
235;b_32;b_25;1;;
236;b_33;b_31;1;;
237;b_28;b_49;1;;
238;b_4;b_24;1;;
239;b_45;b_8;1;;
240;b_19;b_26;1;;
241;b_29;b_41;1;;
242;b_34;b_19;1;;
243;b_36;b_18;1;;
244;b_32;b_31;1;;
245;b_15;b_38;1;;
246;b_34;b_23;1;;
247;b_20;b_36;1;;
248;b_12;b_3;1;;
249;b_34;b_29;1;;
250;b_44;b_29;1;;
251;b_23;b_31;1;;
252;b_47;b_26;1;;
253;b_30;b_14;1;;
254;b_43;b_33;1;;
255;b_3;b_41;1;;
256;b_2;b_35;1;;
257;b_38;b_29;1;;
258;b_28;b_5;1;;
259;b_46;b_43;1;;
260;b_0;b_24;1;;
261;b_23;b_21;1;;
262;b_32;b_37;1;;
263;b_31;b_46;1;;
264;b_36;b_24;1;;
265;b_23;b_7;1;;
266;b_7;b_31;1;;
267;b_25;b_20;1;;
268;b_47;b_18;1;;
269;b_5;b_36;1;;
270;b_7;b_40;1;;
271;b_4;b_19;1;;
272;b_31;b_7;1;;
273;b_21;b_4;1;;
274;b_47;b_19;1;;
275;b_0;b_26;1;;
276;b_14;b_9;1;;
277;b_43;b_20;1;;
278;b_26;b_46;1;;
279;b_2;b_48;1;;
280;b_28;b_45;1;;
281;b_1;b_3;1;;
282;b_30;b_9;1;;
283;b_21;b_39;1;;
284;b_34;b_31;1;;
285;b_17;b_36;1;;
286;b_32;b_29;1;;
287;b_17;b_38;1;;
288;b_18;b_34;1;;
289;b_34;b_21;1;;
290;b_45;b_9;1;;
291;b_28;b_24;1;;
292;b_43;b_37;1;;
293;b_17;b_2;1;;
294;b_44;b_5;1;;
295;b_21;b_6;1;;
296;b_7;b_27;1;;
297;b_4;b_31;1;;
298;b_30;b_43;1;;
299;b_10;b_20;1;;
300;b_2;b_11;1;;
301;b_48;b_17;1;;
302;b_18;b_35;1;;
303;b_31;b_8;1;;
304;b_49;b_10;1;;
305;b_48;b_49;1;;
306;b_21;b_46;1;;
307;b_36;b_8;1;;
308;b_43;b_10;1;;
309;b_49;b_36;1;;
310;b_23;b_22;1;;
311;b_26;b_19;1;;
312;b_11;b_12;1;;
313;b_8;b_25;1;;
314;b_18;b_1;1;;
315;b_33;b_9;1;;
316;b_7;b_34;1;;
317;b_3;b_45;1;;
318;b_41;b_0;1;;
319;b_42;b_0;1;;
320;b_5;b_22;1;;
321;b_2;b_34;1;;
322;b_7;b_33;1;;
323;b_7;b_43;1;;
324;b_32;b_9;1;;
325;b_12;b_17;1;;
326;b_44;b_26;1;;
327;b_29;b_30;1;;
328;b_46;b_31;1;;
329;b_11;b_5;1;;
330;b_26;b_0;1;;
331;b_14;b_41;1;;
332;b_7;b_6;1;;
333;b_36;b_42;1;;
334;b_2;b_23;1;;
335;b_41;b_21;1;;
336;b_38;b_22;1;;
337;b_45;b_0;1;;
338;b_6;b_16;1;;
339;b_5;b_35;1;;
