Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_47;b_33;1;;
2;b_6;b_15;1;;
3;b_35;b_38;1;;
4;b_43;b_6;1;;
5;b_15;b_22;1;;
6;b_39;b_14;1;;
7;b_48;b_30;1;;
8;b_8;b_47;1;;
9;b_17;b_28;1;;
10;b_3;b_42;1;;
11;b_43;b_44;1;;
12;b_10;b_37;1;;
13;b_44;b_17;1;;
14;b_0;b_9;1;;
15;b_41;b_34;1;;
16;b_47;b_19;1;;
17;b_21;b_25;1;;
18;b_28;b_0;1;;
19;b_39;b_32;1;;
20;b_18;b_26;1;;
21;b_48;b_39;1;;
22;b_12;b_17;1;;
23;b_5;b_9;1;;
24;b_11;b_9;1;;
25;b_43;b_36;1;;
26;b_29;b_23;1;;
27;b_13;b_18;1;;
28;b_7;b_36;1;;
29;b_45;b_28;1;;
30;b_49;b_10;1;;
31;b_5;b_0;1;;
32;b_39;b_43;1;;
33;b_16;b_35;1;;
34;b_43;b_27;1;;
35;b_24;b_6;1;;
36;b_2;b_14;1;;
37;b_3;b_14;1;;
38;b_0;b_21;1;;
39;b_13;b_9;1;;
40;b_5;b_49;1;;
41;b_27;b_38;1;;
42;b_16;b_27;1;;
43;b_46;b_36;1;;
44;b_25;b_26;1;;
45;b_19;b_46;1;;
46;b_11;b_36;1;;
47;b_21;b_35;1;;
48;b_48;b_2;1;;
49;b_1;b_16;1;;
50;b_39;b_38;1;;
51;b_46;b_25;1;;
52;b_11;b_22;1;;
53;b_15;b_16;1;;
54;b_27;b_32;1;;
55;b_45;b_42;1;;
56;b_5;b_35;1;;
57;b_22;b_15;1;;
58;b_25;b_10;1;;
59;b_31;b_36;1;;
60;b_2;b_24;1;;
61;b_21;b_5;1;;
62;b_23;b_11;1;;
63;b_9;b_16;1;;
64;b_22;b_19;1;;
65;b_12;b_39;1;;
66;b_8;b_17;1;;
67;b_4;b_47;1;;
68;b_40;b_41;1;;
69;b_14;b_35;1;;
70;b_40;b_26;1;;
71;b_17;b_31;1;;
72;b_26;b_17;1;;
73;b_9;b_11;1;;
74;b_17;b_13;1;;
75;b_8;b_34;1;;
76;b_15;b_29;1;;
77;b_32;b_29;1;;
78;b_19;b_47;1;;
79;b_27;b_47;1;;
80;b_4;b_46;1;;
81;b_10;b_46;1;;
82;b_0;b_28;1;;
83;b_15;b_35;1;;
84;b_4;b_7;1;;
85;b_31;b_13;1;;
86;b_25;b_29;1;;
87;b_3;b_33;1;;
88;b_49;b_33;1;;
89;b_34;b_30;1;;
90;b_20;b_35;1;;
91;b_20;b_39;1;;
92;b_47;b_5;1;;
93;b_30;b_20;1;;
94;b_15;b_33;1;;
95;b_26;b_23;1;;
96;b_12;b_37;1;;
97;b_35;b_13;1;;
98;b_27;b_33;1;;
99;b_37;b_26;1;;
100;b_30;b_13;1;;
101;b_1;b_36;1;;
102;b_8;b_49;1;;
103;b_39;b_44;1;;
104;b_35;b_32;1;;
105;b_19;b_23;1;;
106;b_37;b_39;1;;
107;b_17;b_18;1;;
108;b_11;b_45;1;;
109;b_20;b_2;1;;
110;b_23;b_26;1;;
111;b_44;b_37;1;;
112;b_24;b_29;1;;
113;b_42;b_5;1;;
114;b_8;b_24;1;;
115;b_10;b_39;1;;
116;b_2;b_9;1;;
117;b_45;b_21;1;;
118;b_37;b_23;1;;
119;b_21;b_19;1;;
120;b_30;b_17;1;;
121;b_1;b_3;1;;
