Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_36;b_30;1;;
2;b_25;b_45;1;;
3;b_44;b_28;1;;
4;b_38;b_10;1;;
5;b_12;b_39;1;;
6;b_36;b_31;1;;
7;b_31;b_41;1;;
8;b_23;b_18;1;;
9;b_42;b_32;1;;
10;b_12;b_24;1;;
11;b_26;b_23;1;;
12;b_7;b_38;1;;
13;b_2;b_4;1;;
14;b_12;b_21;1;;
15;b_7;b_6;1;;
16;b_6;b_31;1;;
17;b_6;b_44;1;;
18;b_44;b_22;1;;
19;b_38;b_25;1;;
20;b_4;b_3;1;;
21;b_5;b_12;1;;
22;b_8;b_3;1;;
23;b_47;b_20;1;;
24;b_14;b_31;1;;
25;b_2;b_16;1;;
26;b_42;b_48;1;;
27;b_9;b_38;1;;
28;b_23;b_3;1;;
29;b_38;b_24;1;;
30;b_4;b_37;1;;
31;b_27;b_2;1;;
32;b_6;b_33;1;;
33;b_26;b_45;1;;
34;b_8;b_21;1;;
35;b_10;b_26;1;;
36;b_33;b_43;1;;
37;b_41;b_32;1;;
38;b_13;b_18;1;;
39;b_43;b_49;1;;
40;b_35;b_7;1;;
41;b_13;b_0;1;;
42;b_32;b_7;1;;
43;b_9;b_40;1;;
44;b_14;b_16;1;;
45;b_46;b_44;1;;
46;b_36;b_26;1;;
47;b_33;b_22;1;;
48;b_22;b_9;1;;
49;b_39;b_20;1;;
50;b_22;b_30;1;;
51;b_42;b_0;1;;
52;b_29;b_16;1;;
53;b_40;b_15;1;;
54;b_48;b_14;1;;
55;b_49;b_5;1;;
56;b_46;b_2;1;;
57;b_48;b_26;1;;
58;b_37;b_3;1;;
59;b_35;b_48;1;;
60;b_6;b_13;1;;
61;b_48;b_40;1;;
62;b_24;b_43;1;;
63;b_44;b_18;1;;
64;b_39;b_24;1;;
65;b_4;b_47;1;;
66;b_32;b_12;1;;
67;b_4;b_44;1;;
68;b_19;b_18;1;;
69;b_42;b_19;1;;
70;b_13;b_15;1;;
71;b_34;b_20;1;;
72;b_46;b_47;1;;
73;b_27;b_47;1;;
74;b_29;b_0;1;;
75;b_23;b_10;1;;
76;b_34;b_39;1;;
77;b_19;b_6;1;;
78;b_29;b_2;1;;
79;b_4;b_26;1;;
80;b_10;b_27;1;;
81;b_38;b_48;1;;
82;b_24;b_32;1;;
83;b_13;b_48;1;;
84;b_13;b_49;1;;
85;b_3;b_45;1;;
86;b_16;b_45;1;;
87;b_41;b_28;1;;
88;b_28;b_26;1;;
89;b_30;b_0;1;;
90;b_8;b_44;1;;
91;b_35;b_14;1;;
92;b_49;b_39;1;;
93;b_18;b_8;1;;
94;b_36;b_41;1;;
95;b_29;b_28;1;;
96;b_33;b_34;1;;
97;b_4;b_39;1;;
98;b_46;b_29;1;;
99;b_21;b_0;1;;
100;b_26;b_39;1;;
101;b_38;b_21;1;;
102;b_45;b_23;1;;
103;b_2;b_42;1;;
104;b_13;b_43;1;;
105;b_40;b_49;1;;
106;b_22;b_37;1;;
107;b_7;b_37;1;;
108;b_28;b_27;1;;
109;b_31;b_12;1;;
110;b_46;b_49;1;;
111;b_18;b_17;1;;
112;b_4;b_36;1;;
113;b_27;b_7;1;;
114;b_39;b_44;1;;
115;b_19;b_20;1;;
116;b_21;b_5;1;;
117;b_33;b_36;1;;
118;b_16;b_6;1;;
119;b_9;b_31;1;;
120;b_26;b_43;1;;
121;b_3;b_15;1;;
122;b_25;b_23;1;;
123;b_15;b_0;1;;
124;b_39;b_22;1;;
125;b_31;b_10;1;;
126;b_25;b_22;1;;
127;b_23;b_43;1;;
128;b_30;b_14;1;;
129;b_7;b_47;1;;
130;b_49;b_40;1;;
131;b_37;b_43;1;;
132;b_19;b_3;1;;
133;b_29;b_47;1;;
134;b_35;b_49;1;;
135;b_37;b_40;1;;
136;b_17;b_1;1;;
137;b_11;b_37;1;;
138;b_49;b_30;1;;
139;b_20;b_41;1;;
140;b_10;b_6;1;;
141;b_37;b_21;1;;
142;b_5;b_44;1;;
143;b_2;b_46;1;;
144;b_8;b_33;1;;
145;b_29;b_22;1;;
146;b_23;b_32;1;;
147;b_40;b_41;1;;
148;b_20;b_19;1;;
149;b_9;b_16;1;;
150;b_48;b_5;1;;
151;b_27;b_22;1;;
152;b_16;b_27;1;;
153;b_29;b_42;1;;
154;b_13;b_14;1;;
155;b_22;b_40;1;;
156;b_3;b_42;1;;
157;b_14;b_29;1;;
158;b_17;b_37;1;;
159;b_19;b_33;1;;
160;b_12;b_2;1;;
161;b_27;b_40;1;;
162;b_47;b_46;1;;
163;b_35;b_29;1;;
164;b_35;b_20;1;;
165;b_35;b_26;1;;
166;b_49;b_37;1;;
167;b_47;b_2;1;;
168;b_7;b_26;1;;
169;b_0;b_5;1;;
170;b_34;b_23;1;;
171;b_16;b_40;1;;
172;b_17;b_15;1;;
173;b_40;b_24;1;;
174;b_10;b_2;1;;
175;b_40;b_32;1;;
176;b_47;b_44;1;;
177;b_0;b_48;1;;
178;b_47;b_7;1;;
179;b_40;b_6;1;;
180;b_30;b_38;1;;
181;b_23;b_0;1;;
182;b_43;b_47;1;;
183;b_21;b_3;1;;
184;b_24;b_48;1;;
185;b_29;b_33;1;;
186;b_35;b_45;1;;
187;b_17;b_28;1;;
188;b_24;b_0;1;;
189;b_38;b_31;1;;
190;b_35;b_41;1;;
191;b_29;b_9;1;;
192;b_13;b_19;1;;
193;b_10;b_16;1;;
194;b_34;b_0;1;;
195;b_45;b_36;1;;
196;b_14;b_43;1;;
197;b_19;b_0;1;;
198;b_9;b_46;1;;
199;b_42;b_38;1;;
200;b_12;b_7;1;;
201;b_43;b_32;1;;
202;b_24;b_17;1;;
203;b_34;b_15;1;;
204;b_26;b_11;1;;
205;b_28;b_5;1;;
206;b_3;b_38;1;;
207;b_35;b_37;1;;
208;b_5;b_40;1;;
209;b_13;b_22;1;;
210;b_41;b_3;1;;
211;b_6;b_40;1;;
212;b_9;b_35;1;;
213;b_47;b_11;1;;
214;b_41;b_11;1;;
215;b_30;b_16;1;;
216;b_1;b_32;1;;
217;b_19;b_23;1;;
218;b_45;b_34;1;;
219;b_37;b_5;1;;
220;b_9;b_22;1;;
221;b_38;b_28;1;;
222;b_34;b_33;1;;
223;b_38;b_37;1;;
224;b_40;b_12;1;;
225;b_7;b_29;1;;
226;b_5;b_9;1;;
227;b_44;b_3;1;;
228;b_10;b_24;1;;
229;b_15;b_44;1;;
230;b_47;b_48;1;;
231;b_10;b_36;1;;
232;b_26;b_47;1;;
233;b_45;b_28;1;;
234;b_9;b_3;1;;
235;b_31;b_21;1;;
236;b_7;b_35;1;;
237;b_31;b_23;1;;
238;b_22;b_25;1;;
239;b_14;b_48;1;;
240;b_48;b_42;1;;
241;b_10;b_38;1;;
242;b_29;b_23;1;;
243;b_12;b_11;1;;
244;b_49;b_48;1;;
245;b_41;b_27;1;;
246;b_24;b_8;1;;
247;b_40;b_47;1;;
248;b_28;b_18;1;;
249;b_48;b_46;1;;
250;b_17;b_25;1;;
251;b_6;b_48;1;;
252;b_47;b_5;1;;
253;b_46;b_21;1;;
254;b_17;b_30;1;;
255;b_6;b_12;1;;
256;b_37;b_41;1;;
257;b_13;b_31;1;;
258;b_21;b_1;1;;
259;b_34;b_43;1;;
260;b_11;b_15;1;;
261;b_43;b_30;1;;
262;b_2;b_41;1;;
263;b_22;b_4;1;;
264;b_31;b_0;1;;
265;b_46;b_23;1;;
266;b_0;b_9;1;;
267;b_13;b_4;1;;
268;b_28;b_46;1;;
269;b_25;b_13;1;;
270;b_6;b_46;1;;
271;b_1;b_49;1;;
272;b_9;b_30;1;;
273;b_47;b_13;1;;
274;b_5;b_43;1;;
275;b_6;b_24;1;;
276;b_29;b_12;1;;
277;b_18;b_41;1;;
278;b_41;b_2;1;;
279;b_11;b_24;1;;
280;b_23;b_12;1;;
281;b_35;b_17;1;;
282;b_34;b_44;1;;
283;b_49;b_46;1;;
284;b_21;b_30;1;;
285;b_39;b_45;1;;
286;b_27;b_26;1;;
287;b_41;b_31;1;;
288;b_4;b_40;1;;
289;b_28;b_32;1;;
290;b_2;b_14;1;;
291;b_6;b_9;1;;
292;b_41;b_43;1;;
293;b_45;b_22;1;;
294;b_42;b_44;1;;
295;b_41;b_8;1;;
296;b_29;b_37;1;;
297;b_32;b_45;1;;
298;b_22;b_6;1;;
299;b_39;b_33;1;;
300;b_7;b_34;1;;
301;b_21;b_14;1;;
302;b_36;b_8;1;;
303;b_23;b_6;1;;
304;b_37;b_8;1;;
305;b_18;b_6;1;;
306;b_12;b_10;1;;
307;b_47;b_45;1;;
308;b_20;b_4;1;;
309;b_8;b_9;1;;
310;b_34;b_1;1;;
311;b_8;b_22;1;;
312;b_10;b_4;1;;
