Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_46;b_1;1;;
2;b_2;b_38;1;;
3;b_42;b_32;1;;
4;b_36;b_2;1;;
5;b_49;b_23;1;;
6;b_34;b_2;1;;
7;b_19;b_35;1;;
8;b_15;b_36;1;;
9;b_19;b_30;1;;
10;b_23;b_28;1;;
11;b_39;b_21;1;;
12;b_18;b_42;1;;
13;b_3;b_14;1;;
14;b_46;b_15;1;;
15;b_31;b_0;1;;
16;b_31;b_14;1;;
17;b_45;b_5;1;;
18;b_5;b_49;1;;
19;b_40;b_25;1;;
20;b_15;b_14;1;;
21;b_15;b_13;1;;
22;b_43;b_22;1;;
23;b_9;b_12;1;;
24;b_7;b_12;1;;
25;b_13;b_17;1;;
26;b_11;b_22;1;;
27;b_3;b_31;1;;
28;b_8;b_38;1;;
29;b_29;b_32;1;;
30;b_27;b_30;1;;
31;b_39;b_20;1;;
32;b_39;b_16;1;;
33;b_16;b_11;1;;
34;b_39;b_32;1;;
35;b_26;b_10;1;;
36;b_38;b_20;1;;
37;b_42;b_27;1;;
38;b_29;b_7;1;;
39;b_26;b_48;1;;
40;b_11;b_19;1;;
41;b_3;b_18;1;;
42;b_19;b_5;1;;
43;b_19;b_26;1;;
44;b_32;b_15;1;;
45;b_24;b_29;1;;
46;b_49;b_35;1;;
47;b_12;b_13;1;;
48;b_12;b_7;1;;
49;b_8;b_15;1;;
50;b_18;b_19;1;;
51;b_20;b_12;1;;
52;b_7;b_25;1;;
53;b_27;b_41;1;;
54;b_48;b_24;1;;
55;b_31;b_47;1;;
56;b_46;b_0;1;;
57;b_5;b_15;1;;
58;b_23;b_27;1;;
59;b_22;b_5;1;;
60;b_3;b_43;1;;
61;b_46;b_43;1;;
62;b_6;b_1;1;;
63;b_43;b_38;1;;
64;b_14;b_29;1;;
65;b_36;b_18;1;;
66;b_46;b_11;1;;
67;b_25;b_5;1;;
68;b_38;b_43;1;;
69;b_27;b_7;1;;
70;b_8;b_10;1;;
71;b_48;b_3;1;;
72;b_15;b_38;1;;
73;b_26;b_18;1;;
74;b_40;b_42;1;;
75;b_28;b_4;1;;
76;b_4;b_33;1;;
77;b_16;b_21;1;;
78;b_37;b_29;1;;
79;b_14;b_6;1;;
80;b_17;b_49;1;;
81;b_5;b_47;1;;
82;b_13;b_18;1;;
83;b_12;b_35;1;;
84;b_17;b_28;1;;
85;b_48;b_17;1;;
86;b_0;b_22;1;;
87;b_20;b_43;1;;
88;b_33;b_13;1;;
89;b_5;b_36;1;;
90;b_37;b_47;1;;
91;b_19;b_45;1;;
92;b_14;b_19;1;;
93;b_4;b_45;1;;
94;b_27;b_24;1;;
95;b_40;b_5;1;;
96;b_22;b_26;1;;
97;b_8;b_9;1;;
98;b_17;b_48;1;;
