Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_11;b_21;1;;
2;b_34;b_8;1;;
3;b_34;b_49;1;;
4;b_38;b_10;1;;
5;b_23;b_29;1;;
6;b_39;b_4;1;;
7;b_29;b_34;1;;
8;b_12;b_31;1;;
9;b_17;b_4;1;;
10;b_18;b_29;1;;
11;b_18;b_1;1;;
12;b_42;b_9;1;;
13;b_45;b_38;1;;
14;b_26;b_17;1;;
15;b_28;b_13;1;;
16;b_5;b_36;1;;
17;b_36;b_0;1;;
18;b_46;b_3;1;;
19;b_46;b_20;1;;
20;b_35;b_20;1;;
21;b_37;b_28;1;;
22;b_25;b_12;1;;
23;b_19;b_20;1;;
24;b_13;b_10;1;;
25;b_9;b_12;1;;
26;b_35;b_37;1;;
27;b_28;b_3;1;;
28;b_21;b_0;1;;
29;b_16;b_46;1;;
30;b_14;b_18;1;;
31;b_11;b_6;1;;
32;b_7;b_35;1;;
33;b_11;b_1;1;;
34;b_18;b_41;1;;
35;b_5;b_0;1;;
36;b_41;b_43;1;;
37;b_49;b_11;1;;
38;b_31;b_26;1;;
39;b_42;b_33;1;;
40;b_40;b_38;1;;
41;b_6;b_35;1;;
42;b_18;b_15;1;;
43;b_47;b_35;1;;
44;b_48;b_18;1;;
45;b_30;b_16;1;;
46;b_12;b_36;1;;
47;b_11;b_10;1;;
48;b_24;b_33;1;;
49;b_27;b_7;1;;
50;b_38;b_40;1;;
51;b_31;b_38;1;;
52;b_31;b_37;1;;
53;b_27;b_24;1;;
54;b_28;b_46;1;;
55;b_2;b_9;1;;
56;b_47;b_40;1;;
57;b_39;b_14;1;;
58;b_6;b_4;1;;
59;b_18;b_35;1;;
60;b_34;b_37;1;;
61;b_1;b_40;1;;
62;b_15;b_49;1;;
63;b_9;b_29;1;;
64;b_10;b_5;1;;
65;b_11;b_3;1;;
66;b_8;b_21;1;;
67;b_11;b_7;1;;
68;b_41;b_33;1;;
69;b_25;b_14;1;;
70;b_44;b_20;1;;
71;b_15;b_32;1;;
72;b_22;b_5;1;;
73;b_6;b_17;1;;
74;b_11;b_17;1;;
75;b_45;b_1;1;;
76;b_3;b_43;1;;
77;b_48;b_14;1;;
78;b_27;b_21;1;;
79;b_13;b_32;1;;
80;b_39;b_1;1;;
81;b_1;b_43;1;;
82;b_40;b_11;1;;
83;b_10;b_8;1;;
84;b_46;b_12;1;;
85;b_7;b_31;1;;
86;b_31;b_35;1;;
87;b_13;b_49;1;;
88;b_20;b_26;1;;
89;b_2;b_20;1;;
90;b_48;b_29;1;;
91;b_29;b_0;1;;
92;b_42;b_34;1;;
93;b_21;b_30;1;;
94;b_21;b_29;1;;
95;b_30;b_18;1;;
96;b_2;b_27;1;;
97;b_41;b_31;1;;
98;b_36;b_13;1;;
99;b_25;b_24;1;;
100;b_31;b_39;1;;
101;b_28;b_38;1;;
102;b_17;b_7;1;;
103;b_7;b_29;1;;
104;b_26;b_11;1;;
105;b_0;b_22;1;;
106;b_43;b_45;1;;
107;b_19;b_36;1;;
108;b_24;b_4;1;;
109;b_46;b_37;1;;
110;b_28;b_0;1;;
111;b_0;b_2;1;;
112;b_22;b_35;1;;
113;b_2;b_15;1;;
114;b_21;b_18;1;;
115;b_31;b_29;1;;
116;b_11;b_8;1;;
117;b_19;b_3;1;;
118;b_14;b_32;1;;
119;b_38;b_7;1;;
120;b_34;b_21;1;;
121;b_6;b_36;1;;
122;b_1;b_6;1;;
123;b_17;b_40;1;;
124;b_49;b_24;1;;
125;b_48;b_43;1;;
126;b_6;b_0;1;;
127;b_20;b_29;1;;
128;b_8;b_30;1;;
129;b_4;b_47;1;;
130;b_30;b_8;1;;
131;b_48;b_21;1;;
132;b_42;b_19;1;;
133;b_22;b_23;1;;
134;b_41;b_35;1;;
135;b_6;b_15;1;;
136;b_29;b_21;1;;
137;b_23;b_10;1;;
138;b_30;b_4;1;;
139;b_7;b_24;1;;
140;b_21;b_14;1;;
141;b_4;b_1;1;;
142;b_40;b_8;1;;
143;b_25;b_45;1;;
144;b_35;b_21;1;;
145;b_6;b_20;1;;
146;b_15;b_38;1;;
147;b_41;b_18;1;;
148;b_19;b_34;1;;
149;b_45;b_5;1;;
150;b_46;b_29;1;;
151;b_3;b_7;1;;
152;b_36;b_19;1;;
153;b_21;b_10;1;;
154;b_4;b_8;1;;
155;b_2;b_36;1;;
156;b_39;b_48;1;;
157;b_7;b_6;1;;
158;b_22;b_46;1;;
159;b_39;b_34;1;;
160;b_39;b_20;1;;
161;b_5;b_16;1;;
162;b_10;b_15;1;;
163;b_14;b_5;1;;
164;b_43;b_8;1;;
165;b_31;b_3;1;;
166;b_19;b_28;1;;
167;b_15;b_13;1;;
168;b_30;b_36;1;;
169;b_0;b_49;1;;
170;b_20;b_3;1;;
171;b_8;b_28;1;;
172;b_12;b_43;1;;
173;b_23;b_22;1;;
174;b_24;b_2;1;;
175;b_47;b_34;1;;
176;b_18;b_26;1;;
177;b_2;b_49;1;;
178;b_12;b_21;1;;
179;b_24;b_47;1;;
180;b_17;b_31;1;;
181;b_45;b_24;1;;
182;b_27;b_46;1;;
183;b_49;b_5;1;;
184;b_12;b_30;1;;
185;b_17;b_45;1;;
186;b_30;b_22;1;;
187;b_21;b_45;1;;
188;b_0;b_38;1;;
189;b_3;b_27;1;;
190;b_24;b_44;1;;
191;b_25;b_22;1;;
192;b_49;b_10;1;;
193;b_13;b_43;1;;
194;b_27;b_40;1;;
195;b_0;b_13;1;;
196;b_20;b_30;1;;
197;b_13;b_46;1;;
198;b_15;b_44;1;;
199;b_34;b_46;1;;
200;b_36;b_7;1;;
201;b_15;b_40;1;;
202;b_25;b_32;1;;
203;b_34;b_42;1;;
204;b_36;b_29;1;;
205;b_30;b_15;1;;
206;b_21;b_41;1;;
207;b_20;b_37;1;;
208;b_5;b_9;1;;
209;b_10;b_46;1;;
210;b_2;b_8;1;;
211;b_3;b_11;1;;
212;b_22;b_39;1;;
213;b_45;b_48;1;;
214;b_48;b_22;1;;
215;b_3;b_25;1;;
216;b_5;b_30;1;;
217;b_0;b_10;1;;
218;b_19;b_10;1;;
219;b_20;b_25;1;;
220;b_38;b_24;1;;
221;b_15;b_35;1;;
222;b_47;b_33;1;;
223;b_49;b_45;1;;
224;b_1;b_19;1;;
225;b_37;b_31;1;;
226;b_6;b_21;1;;
227;b_8;b_32;1;;
228;b_45;b_49;1;;
229;b_24;b_8;1;;
230;b_47;b_15;1;;
231;b_39;b_9;1;;
232;b_17;b_33;1;;
233;b_18;b_21;1;;
234;b_31;b_22;1;;
235;b_9;b_27;1;;
236;b_30;b_5;1;;
237;b_40;b_39;1;;
238;b_37;b_18;1;;
239;b_36;b_38;1;;
240;b_8;b_31;1;;
241;b_29;b_28;1;;
242;b_35;b_3;1;;
243;b_43;b_12;1;;
244;b_23;b_2;1;;
245;b_29;b_41;1;;
246;b_30;b_40;1;;
247;b_35;b_31;1;;
248;b_47;b_24;1;;
249;b_41;b_7;1;;
250;b_25;b_2;1;;
251;b_24;b_16;1;;
252;b_31;b_19;1;;
253;b_42;b_8;1;;
254;b_31;b_4;1;;
255;b_3;b_16;1;;
256;b_20;b_15;1;;
257;b_8;b_33;1;;
258;b_7;b_49;1;;
259;b_41;b_19;1;;
260;b_32;b_9;1;;
261;b_21;b_8;1;;
262;b_8;b_0;1;;
263;b_44;b_25;1;;
264;b_2;b_40;1;;
265;b_11;b_31;1;;
266;b_23;b_13;1;;
267;b_45;b_31;1;;
268;b_17;b_2;1;;
269;b_10;b_28;1;;
270;b_28;b_33;1;;
271;b_36;b_10;1;;
272;b_40;b_36;1;;
273;b_44;b_23;1;;
274;b_42;b_21;1;;
275;b_26;b_45;1;;
276;b_17;b_48;1;;
277;b_26;b_32;1;;
278;b_46;b_19;1;;
279;b_47;b_46;1;;
280;b_5;b_42;1;;
281;b_46;b_41;1;;
282;b_26;b_5;1;;
283;b_42;b_37;1;;
284;b_4;b_40;1;;
285;b_44;b_39;1;;
286;b_12;b_13;1;;
287;b_45;b_2;1;;
288;b_33;b_43;1;;
289;b_17;b_47;1;;
290;b_8;b_18;1;;
291;b_21;b_25;1;;
292;b_23;b_43;1;;
293;b_36;b_43;1;;
294;b_6;b_12;1;;
295;b_23;b_38;1;;
296;b_1;b_0;1;;
297;b_42;b_20;1;;
298;b_49;b_12;1;;
299;b_30;b_14;1;;
300;b_26;b_19;1;;
301;b_4;b_20;1;;
302;b_44;b_14;1;;
303;b_43;b_11;1;;
304;b_0;b_21;1;;
305;b_16;b_19;1;;
306;b_32;b_22;1;;
307;b_49;b_8;1;;
308;b_41;b_24;1;;
309;b_49;b_47;1;;
310;b_32;b_44;1;;
311;b_14;b_35;1;;
312;b_25;b_16;1;;
313;b_41;b_0;1;;
314;b_7;b_3;1;;
315;b_6;b_33;1;;
316;b_37;b_43;1;;
317;b_19;b_5;1;;
318;b_8;b_35;1;;
319;b_40;b_27;1;;
320;b_22;b_9;1;;
321;b_30;b_48;1;;
322;b_34;b_15;1;;
323;b_24;b_19;1;;
324;b_14;b_49;1;;
325;b_38;b_21;1;;
326;b_2;b_11;1;;
327;b_35;b_46;1;;
328;b_36;b_3;1;;
329;b_34;b_18;1;;
330;b_24;b_38;1;;
331;b_38;b_9;1;;
332;b_21;b_26;1;;
333;b_1;b_17;1;;
334;b_16;b_24;1;;
335;b_26;b_22;1;;
336;b_19;b_17;1;;
