Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_48;b_3;1;;
2;b_44;b_2;1;;
3;b_9;b_23;1;;
4;b_1;b_13;1;;
5;b_18;b_26;1;;
6;b_42;b_30;1;;
7;b_36;b_42;1;;
8;b_33;b_37;1;;
9;b_11;b_40;1;;
10;b_38;b_45;1;;
11;b_27;b_36;1;;
12;b_40;b_28;1;;
13;b_18;b_1;1;;
14;b_10;b_48;1;;
15;b_12;b_21;1;;
16;b_45;b_23;1;;
17;b_19;b_46;1;;
18;b_33;b_31;1;;
19;b_26;b_36;1;;
20;b_11;b_21;1;;
21;b_14;b_3;1;;
22;b_7;b_30;1;;
23;b_12;b_22;1;;
24;b_41;b_21;1;;
25;b_3;b_35;1;;
26;b_8;b_7;1;;
27;b_2;b_31;1;;
28;b_46;b_25;1;;
29;b_23;b_16;1;;
30;b_6;b_16;1;;
31;b_12;b_5;1;;
32;b_33;b_13;1;;
33;b_29;b_9;1;;
34;b_18;b_49;1;;
35;b_16;b_12;1;;
36;b_39;b_26;1;;
37;b_45;b_3;1;;
38;b_41;b_24;1;;
39;b_15;b_31;1;;
40;b_27;b_5;1;;
41;b_42;b_26;1;;
42;b_22;b_15;1;;
43;b_42;b_12;1;;
44;b_10;b_17;1;;
45;b_22;b_20;1;;
46;b_28;b_14;1;;
47;b_9;b_28;1;;
48;b_1;b_48;1;;
49;b_12;b_46;1;;
50;b_1;b_9;1;;
51;b_15;b_41;1;;
52;b_46;b_0;1;;
53;b_22;b_19;1;;
54;b_33;b_18;1;;
55;b_5;b_37;1;;
56;b_28;b_40;1;;
57;b_12;b_24;1;;
58;b_46;b_41;1;;
59;b_14;b_27;1;;
60;b_6;b_7;1;;
61;b_44;b_31;1;;
62;b_28;b_48;1;;
63;b_16;b_1;1;;
64;b_23;b_27;1;;
65;b_11;b_1;1;;
66;b_13;b_30;1;;
67;b_12;b_40;1;;
68;b_12;b_11;1;;
69;b_17;b_11;1;;
70;b_22;b_14;1;;
71;b_39;b_41;1;;
72;b_12;b_28;1;;
73;b_42;b_48;1;;
74;b_24;b_12;1;;
75;b_47;b_7;1;;
76;b_19;b_48;1;;
77;b_37;b_9;1;;
78;b_17;b_32;1;;
79;b_1;b_28;1;;
80;b_7;b_35;1;;
81;b_11;b_33;1;;
82;b_21;b_47;1;;
83;b_28;b_23;1;;
84;b_43;b_48;1;;
85;b_6;b_47;1;;
86;b_15;b_42;1;;
87;b_49;b_21;1;;
88;b_12;b_27;1;;
89;b_4;b_37;1;;
90;b_26;b_46;1;;
91;b_30;b_17;1;;
92;b_22;b_8;1;;
93;b_21;b_48;1;;
94;b_38;b_7;1;;
95;b_12;b_0;1;;
96;b_40;b_12;1;;
97;b_18;b_36;1;;
98;b_2;b_42;1;;
99;b_21;b_45;1;;
100;b_13;b_28;1;;
101;b_47;b_24;1;;
102;b_25;b_17;1;;
103;b_13;b_22;1;;
104;b_49;b_37;1;;
105;b_44;b_5;1;;
106;b_20;b_36;1;;
107;b_20;b_19;1;;
108;b_43;b_6;1;;
109;b_9;b_15;1;;
110;b_14;b_38;1;;
111;b_37;b_46;1;;
112;b_37;b_23;1;;
113;b_2;b_37;1;;
114;b_48;b_36;1;;
115;b_4;b_17;1;;
116;b_13;b_5;1;;
117;b_39;b_19;1;;
118;b_5;b_8;1;;
119;b_29;b_26;1;;
120;b_24;b_37;1;;
121;b_49;b_7;1;;
122;b_4;b_44;1;;
123;b_1;b_45;1;;
124;b_27;b_39;1;;
125;b_22;b_10;1;;
126;b_43;b_16;1;;
127;b_30;b_16;1;;
128;b_41;b_5;1;;
129;b_40;b_29;1;;
130;b_30;b_24;1;;
131;b_13;b_16;1;;
132;b_10;b_23;1;;
133;b_8;b_23;1;;
134;b_0;b_43;1;;
135;b_20;b_18;1;;
136;b_39;b_2;1;;
137;b_47;b_17;1;;
138;b_32;b_45;1;;
139;b_18;b_47;1;;
140;b_20;b_30;1;;
141;b_28;b_42;1;;
142;b_40;b_49;1;;
143;b_27;b_44;1;;
144;b_49;b_17;1;;
145;b_25;b_45;1;;
146;b_36;b_35;1;;
147;b_2;b_29;1;;
148;b_31;b_43;1;;
149;b_49;b_15;1;;
150;b_22;b_11;1;;
151;b_48;b_20;1;;
152;b_28;b_18;1;;
153;b_14;b_25;1;;
154;b_44;b_19;1;;
155;b_10;b_19;1;;
156;b_16;b_33;1;;
157;b_27;b_46;1;;
158;b_7;b_6;1;;
159;b_43;b_26;1;;
160;b_33;b_12;1;;
161;b_43;b_40;1;;
162;b_26;b_27;1;;
163;b_48;b_37;1;;
164;b_49;b_18;1;;
165;b_31;b_33;1;;
166;b_29;b_27;1;;
167;b_28;b_44;1;;
168;b_31;b_3;1;;
169;b_14;b_48;1;;
170;b_33;b_43;1;;
171;b_29;b_13;1;;
172;b_17;b_6;1;;
173;b_25;b_11;1;;
174;b_4;b_3;1;;
175;b_10;b_13;1;;
176;b_28;b_17;1;;
177;b_34;b_48;1;;
178;b_41;b_17;1;;
179;b_9;b_8;1;;
180;b_49;b_46;1;;
181;b_15;b_0;1;;
182;b_14;b_20;1;;
183;b_3;b_49;1;;
184;b_34;b_31;1;;
185;b_17;b_33;1;;
186;b_25;b_2;1;;
187;b_38;b_1;1;;
188;b_1;b_3;1;;
189;b_34;b_22;1;;
190;b_38;b_37;1;;
191;b_12;b_2;1;;
192;b_16;b_13;1;;
193;b_7;b_31;1;;
194;b_18;b_9;1;;
195;b_15;b_17;1;;
196;b_17;b_19;1;;
197;b_12;b_15;1;;
198;b_13;b_33;1;;
199;b_23;b_34;1;;
200;b_35;b_49;1;;
201;b_48;b_46;1;;
202;b_4;b_26;1;;
203;b_8;b_22;1;;
204;b_33;b_49;1;;
205;b_8;b_1;1;;
206;b_16;b_34;1;;
207;b_40;b_16;1;;
208;b_40;b_18;1;;
209;b_11;b_48;1;;
210;b_11;b_17;1;;
211;b_43;b_33;1;;
212;b_40;b_10;1;;
213;b_43;b_28;1;;
214;b_26;b_4;1;;
215;b_3;b_6;1;;
216;b_8;b_44;1;;
217;b_5;b_33;1;;
218;b_16;b_38;1;;
219;b_35;b_22;1;;
220;b_23;b_10;1;;
221;b_41;b_47;1;;
222;b_10;b_39;1;;
223;b_40;b_11;1;;
224;b_28;b_5;1;;
225;b_22;b_45;1;;
226;b_3;b_29;1;;
227;b_37;b_26;1;;
228;b_9;b_12;1;;
229;b_45;b_47;1;;
230;b_45;b_32;1;;
231;b_19;b_24;1;;
232;b_43;b_27;1;;
233;b_31;b_14;1;;
234;b_6;b_23;1;;
235;b_13;b_38;1;;
236;b_14;b_49;1;;
237;b_39;b_47;1;;
238;b_0;b_4;1;;
239;b_29;b_28;1;;
240;b_12;b_9;1;;
241;b_48;b_13;1;;
242;b_48;b_35;1;;
243;b_32;b_4;1;;
244;b_35;b_14;1;;
245;b_20;b_22;1;;
246;b_34;b_20;1;;
247;b_19;b_40;1;;
248;b_17;b_31;1;;
249;b_31;b_23;1;;
250;b_37;b_0;1;;
251;b_12;b_39;1;;
252;b_39;b_10;1;;
253;b_44;b_20;1;;
254;b_16;b_20;1;;
255;b_44;b_9;1;;
256;b_0;b_6;1;;
257;b_47;b_10;1;;
258;b_24;b_6;1;;
259;b_8;b_11;1;;
260;b_28;b_38;1;;
261;b_40;b_44;1;;
262;b_44;b_13;1;;
263;b_27;b_45;1;;
264;b_25;b_46;1;;
265;b_1;b_15;1;;
266;b_19;b_45;1;;
267;b_2;b_47;1;;
268;b_44;b_21;1;;
269;b_30;b_28;1;;
270;b_19;b_21;1;;
271;b_4;b_48;1;;
272;b_18;b_37;1;;
273;b_12;b_10;1;;
274;b_14;b_36;1;;
275;b_49;b_4;1;;
276;b_25;b_44;1;;
277;b_29;b_44;1;;
278;b_47;b_37;1;;
279;b_37;b_41;1;;
280;b_25;b_32;1;;
281;b_38;b_18;1;;
282;b_20;b_13;1;;
283;b_27;b_15;1;;
284;b_12;b_36;1;;
285;b_42;b_27;1;;
286;b_43;b_8;1;;
287;b_25;b_30;1;;
288;b_4;b_33;1;;
289;b_32;b_1;1;;
290;b_5;b_49;1;;
291;b_8;b_13;1;;
292;b_10;b_40;1;;
293;b_33;b_27;1;;
294;b_21;b_29;1;;
295;b_10;b_2;1;;
296;b_28;b_47;1;;
297;b_31;b_15;1;;
298;b_46;b_42;1;;
299;b_40;b_46;1;;
300;b_17;b_7;1;;
301;b_8;b_37;1;;
302;b_25;b_4;1;;
303;b_16;b_9;1;;
304;b_19;b_35;1;;
305;b_13;b_14;1;;
306;b_13;b_24;1;;
