Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_14;b_8;1;;
2;b_20;b_46;1;;
3;b_34;b_27;1;;
4;b_37;b_20;1;;
5;b_45;b_37;1;;
6;b_7;b_34;1;;
7;b_9;b_12;1;;
8;b_2;b_10;1;;
9;b_46;b_10;1;;
10;b_1;b_17;1;;
11;b_16;b_37;1;;
12;b_45;b_31;1;;
13;b_45;b_2;1;;
14;b_38;b_42;1;;
15;b_42;b_23;1;;
16;b_40;b_3;1;;
17;b_43;b_38;1;;
18;b_41;b_44;1;;
19;b_32;b_22;1;;
20;b_39;b_33;1;;
21;b_34;b_6;1;;
22;b_21;b_9;1;;
23;b_14;b_47;1;;
24;b_32;b_33;1;;
25;b_13;b_38;1;;
26;b_39;b_0;1;;
27;b_1;b_29;1;;
28;b_12;b_3;1;;
29;b_47;b_42;1;;
30;b_36;b_10;1;;
31;b_35;b_13;1;;
32;b_4;b_39;1;;
33;b_42;b_13;1;;
34;b_1;b_22;1;;
35;b_48;b_35;1;;
36;b_19;b_11;1;;
37;b_40;b_44;1;;
38;b_33;b_41;1;;
39;b_30;b_26;1;;
40;b_28;b_17;1;;
41;b_40;b_36;1;;
42;b_22;b_24;1;;
43;b_38;b_41;1;;
44;b_47;b_9;1;;
45;b_18;b_0;1;;
46;b_20;b_3;1;;
47;b_27;b_15;1;;
48;b_41;b_10;1;;
49;b_39;b_35;1;;
50;b_34;b_2;1;;
51;b_21;b_32;1;;
52;b_13;b_46;1;;
53;b_45;b_36;1;;
54;b_33;b_7;1;;
55;b_14;b_9;1;;
56;b_3;b_38;1;;
57;b_2;b_27;1;;
58;b_31;b_21;1;;
59;b_24;b_44;1;;
60;b_49;b_0;1;;
61;b_29;b_14;1;;
62;b_28;b_26;1;;
63;b_47;b_3;1;;
64;b_47;b_7;1;;
65;b_27;b_39;1;;
66;b_8;b_40;1;;
67;b_4;b_30;1;;
68;b_6;b_16;1;;
69;b_46;b_2;1;;
70;b_48;b_44;1;;
71;b_30;b_43;1;;
72;b_48;b_16;1;;
73;b_22;b_0;1;;
74;b_41;b_13;1;;
75;b_40;b_0;1;;
76;b_3;b_31;1;;
77;b_25;b_0;1;;
78;b_22;b_42;1;;
79;b_3;b_5;1;;
80;b_34;b_15;1;;
81;b_36;b_25;1;;
82;b_14;b_26;1;;
83;b_11;b_17;1;;
84;b_19;b_7;1;;
85;b_45;b_0;1;;
86;b_5;b_10;1;;
87;b_31;b_12;1;;
88;b_21;b_18;1;;
89;b_29;b_13;1;;
90;b_36;b_5;1;;
91;b_1;b_43;1;;
92;b_32;b_43;1;;
93;b_30;b_0;1;;
94;b_38;b_22;1;;
95;b_29;b_12;1;;
96;b_39;b_25;1;;
97;b_10;b_34;1;;
98;b_38;b_11;1;;
99;b_48;b_12;1;;
100;b_49;b_28;1;;
101;b_46;b_1;1;;
102;b_16;b_4;1;;
103;b_28;b_38;1;;
104;b_44;b_32;1;;
105;b_14;b_40;1;;
106;b_13;b_6;1;;
107;b_4;b_38;1;;
108;b_27;b_36;1;;
109;b_24;b_34;1;;
110;b_0;b_22;1;;
111;b_12;b_14;1;;
112;b_11;b_34;1;;
113;b_49;b_39;1;;
114;b_31;b_26;1;;
115;b_48;b_24;1;;
116;b_23;b_7;1;;
117;b_15;b_33;1;;
118;b_36;b_31;1;;
119;b_26;b_46;1;;
120;b_3;b_4;1;;
121;b_35;b_1;1;;
122;b_5;b_14;1;;
123;b_10;b_39;1;;
124;b_4;b_1;1;;
125;b_35;b_47;1;;
126;b_22;b_3;1;;
127;b_44;b_33;1;;
128;b_48;b_42;1;;
129;b_47;b_13;1;;
130;b_28;b_22;1;;
131;b_46;b_30;1;;
132;b_20;b_24;1;;
133;b_6;b_39;1;;
134;b_48;b_45;1;;
135;b_33;b_28;1;;
136;b_6;b_10;1;;
137;b_22;b_29;1;;
138;b_47;b_4;1;;
139;b_36;b_19;1;;
140;b_11;b_22;1;;
141;b_41;b_36;1;;
142;b_16;b_28;1;;
143;b_21;b_28;1;;
144;b_42;b_24;1;;
145;b_11;b_19;1;;
146;b_1;b_44;1;;
147;b_41;b_7;1;;
148;b_5;b_15;1;;
149;b_1;b_26;1;;
150;b_2;b_14;1;;
151;b_31;b_14;1;;
152;b_48;b_0;1;;
153;b_48;b_7;1;;
154;b_24;b_13;1;;
155;b_20;b_10;1;;
156;b_8;b_20;1;;
157;b_28;b_16;1;;
158;b_49;b_40;1;;
159;b_44;b_17;1;;
160;b_13;b_26;1;;
161;b_6;b_34;1;;
162;b_6;b_4;1;;
163;b_32;b_42;1;;
164;b_42;b_3;1;;
165;b_17;b_1;1;;
166;b_42;b_10;1;;
167;b_48;b_3;1;;
168;b_19;b_16;1;;
169;b_9;b_34;1;;
170;b_46;b_48;1;;
171;b_12;b_18;1;;
172;b_20;b_32;1;;
173;b_19;b_46;1;;
174;b_25;b_37;1;;
175;b_0;b_13;1;;
176;b_35;b_23;1;;
177;b_25;b_43;1;;
178;b_48;b_22;1;;
179;b_6;b_42;1;;
180;b_21;b_7;1;;
181;b_16;b_29;1;;
182;b_30;b_29;1;;
183;b_1;b_34;1;;
184;b_22;b_33;1;;
185;b_33;b_35;1;;
186;b_27;b_29;1;;
187;b_0;b_40;1;;
188;b_10;b_24;1;;
189;b_49;b_42;1;;
190;b_0;b_31;1;;
191;b_14;b_17;1;;
192;b_47;b_37;1;;
193;b_26;b_22;1;;
194;b_4;b_15;1;;
195;b_12;b_42;1;;
196;b_39;b_10;1;;
197;b_40;b_16;1;;
198;b_35;b_3;1;;
199;b_7;b_27;1;;
200;b_4;b_36;1;;
201;b_44;b_38;1;;
202;b_18;b_34;1;;
203;b_43;b_4;1;;
204;b_21;b_36;1;;
205;b_47;b_23;1;;
206;b_43;b_40;1;;
207;b_21;b_25;1;;
208;b_10;b_3;1;;
209;b_23;b_24;1;;
210;b_18;b_7;1;;
211;b_37;b_45;1;;
212;b_25;b_15;1;;
213;b_2;b_46;1;;
214;b_29;b_39;1;;
215;b_17;b_30;1;;
216;b_43;b_15;1;;
217;b_24;b_21;1;;
218;b_16;b_7;1;;
219;b_28;b_34;1;;
220;b_25;b_2;1;;
221;b_14;b_29;1;;
222;b_13;b_29;1;;
223;b_20;b_23;1;;
224;b_21;b_49;1;;
225;b_22;b_47;1;;
226;b_20;b_29;1;;
227;b_7;b_2;1;;
228;b_13;b_39;1;;
229;b_25;b_9;1;;
230;b_37;b_41;1;;
231;b_5;b_30;1;;
232;b_8;b_42;1;;
233;b_44;b_3;1;;
234;b_39;b_46;1;;
235;b_10;b_33;1;;
236;b_25;b_38;1;;
237;b_38;b_21;1;;
238;b_22;b_18;1;;
239;b_21;b_11;1;;
240;b_46;b_24;1;;
241;b_33;b_0;1;;
242;b_45;b_49;1;;
243;b_6;b_1;1;;
244;b_28;b_40;1;;
245;b_31;b_19;1;;
246;b_41;b_42;1;;
247;b_17;b_46;1;;
248;b_20;b_48;1;;
249;b_36;b_38;1;;
250;b_3;b_0;1;;
251;b_30;b_14;1;;
252;b_2;b_20;1;;
253;b_21;b_39;1;;
254;b_24;b_27;1;;
255;b_29;b_18;1;;
256;b_38;b_14;1;;
