Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_43;b_29;1;;
2;b_1;b_4;1;;
3;b_29;b_26;1;;
4;b_37;b_29;1;;
5;b_0;b_41;1;;
6;b_45;b_48;1;;
7;b_43;b_11;1;;
8;b_17;b_19;1;;
9;b_42;b_36;1;;
10;b_15;b_38;1;;
11;b_5;b_38;1;;
12;b_20;b_27;1;;
13;b_45;b_15;1;;
14;b_31;b_25;1;;
15;b_23;b_30;1;;
16;b_24;b_18;1;;
17;b_0;b_22;1;;
18;b_7;b_49;1;;
19;b_15;b_34;1;;
20;b_19;b_6;1;;
21;b_3;b_36;1;;
22;b_36;b_40;1;;
23;b_29;b_14;1;;
24;b_32;b_17;1;;
25;b_2;b_16;1;;
26;b_44;b_33;1;;
27;b_3;b_34;1;;
28;b_16;b_39;1;;
29;b_30;b_27;1;;
30;b_42;b_3;1;;
31;b_47;b_37;1;;
32;b_16;b_25;1;;
33;b_46;b_49;1;;
34;b_34;b_23;1;;
35;b_37;b_41;1;;
36;b_12;b_16;1;;
37;b_29;b_8;1;;
38;b_45;b_14;1;;
39;b_40;b_22;1;;
40;b_43;b_35;1;;
41;b_9;b_10;1;;
42;b_22;b_11;1;;
43;b_23;b_17;1;;
44;b_15;b_44;1;;
45;b_24;b_10;1;;
46;b_5;b_49;1;;
47;b_4;b_27;1;;
48;b_46;b_3;1;;
49;b_49;b_9;1;;
50;b_23;b_7;1;;
51;b_21;b_49;1;;
52;b_17;b_13;1;;
53;b_39;b_48;1;;
54;b_8;b_28;1;;
55;b_19;b_16;1;;
56;b_41;b_45;1;;
57;b_38;b_6;1;;
58;b_3;b_24;1;;
59;b_24;b_3;1;;
60;b_23;b_44;1;;
61;b_46;b_28;1;;
62;b_13;b_30;1;;
63;b_46;b_32;1;;
64;b_2;b_10;1;;
65;b_44;b_9;1;;
66;b_24;b_32;1;;
67;b_43;b_8;1;;
68;b_48;b_12;1;;
69;b_33;b_48;1;;
70;b_0;b_32;1;;
71;b_45;b_30;1;;
72;b_18;b_45;1;;
73;b_4;b_49;1;;
74;b_6;b_10;1;;
75;b_27;b_49;1;;
76;b_32;b_3;1;;
77;b_7;b_8;1;;
78;b_6;b_35;1;;
79;b_38;b_34;1;;
80;b_36;b_44;1;;
81;b_20;b_22;1;;
82;b_3;b_0;1;;
83;b_22;b_23;1;;
84;b_32;b_44;1;;
85;b_42;b_25;1;;
86;b_29;b_13;1;;
87;b_37;b_44;1;;
88;b_14;b_8;1;;
89;b_49;b_13;1;;
90;b_32;b_30;1;;
91;b_27;b_43;1;;
92;b_4;b_24;1;;
93;b_16;b_30;1;;
94;b_12;b_37;1;;
95;b_34;b_22;1;;
96;b_4;b_0;1;;
97;b_31;b_3;1;;
98;b_45;b_20;1;;
99;b_12;b_47;1;;
100;b_49;b_3;1;;
101;b_20;b_15;1;;
102;b_3;b_2;1;;
103;b_4;b_10;1;;
104;b_29;b_2;1;;
105;b_7;b_45;1;;
106;b_21;b_12;1;;
107;b_4;b_13;1;;
108;b_9;b_17;1;;
109;b_37;b_0;1;;
110;b_35;b_16;1;;
111;b_30;b_9;1;;
112;b_19;b_26;1;;
113;b_44;b_20;1;;
114;b_32;b_46;1;;
115;b_10;b_12;1;;
116;b_8;b_7;1;;
117;b_34;b_47;1;;
118;b_33;b_9;1;;
119;b_24;b_33;1;;
120;b_46;b_6;1;;
