Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_20;b_39;1;;
2;b_4;b_9;1;;
3;b_38;b_37;1;;
4;b_13;b_42;1;;
5;b_37;b_36;1;;
6;b_26;b_36;1;;
7;b_7;b_16;1;;
8;b_28;b_27;1;;
9;b_29;b_21;1;;
10;b_49;b_1;1;;
11;b_23;b_15;1;;
12;b_21;b_13;1;;
13;b_10;b_30;1;;
14;b_14;b_28;1;;
15;b_23;b_19;1;;
16;b_45;b_40;1;;
17;b_5;b_0;1;;
18;b_5;b_14;1;;
19;b_11;b_37;1;;
20;b_3;b_37;1;;
21;b_48;b_26;1;;
22;b_9;b_15;1;;
23;b_35;b_34;1;;
24;b_24;b_9;1;;
25;b_3;b_42;1;;
26;b_27;b_26;1;;
27;b_33;b_32;1;;
28;b_1;b_49;1;;
29;b_49;b_45;1;;
30;b_36;b_39;1;;
31;b_23;b_3;1;;
32;b_2;b_41;1;;
33;b_38;b_13;1;;
34;b_49;b_16;1;;
35;b_39;b_48;1;;
36;b_39;b_9;1;;
37;b_18;b_7;1;;
38;b_29;b_38;1;;
39;b_20;b_23;1;;
40;b_24;b_17;1;;
41;b_14;b_4;1;;
42;b_10;b_31;1;;
43;b_22;b_9;1;;
44;b_4;b_21;1;;
45;b_0;b_7;1;;
46;b_43;b_20;1;;
47;b_17;b_18;1;;
48;b_17;b_13;1;;
49;b_27;b_33;1;;
50;b_36;b_27;1;;
51;b_11;b_22;1;;
52;b_7;b_24;1;;
53;b_18;b_49;1;;
54;b_29;b_34;1;;
55;b_15;b_39;1;;
56;b_47;b_17;1;;
57;b_13;b_24;1;;
58;b_18;b_33;1;;
59;b_19;b_23;1;;
60;b_11;b_28;1;;
61;b_16;b_32;1;;
62;b_40;b_48;1;;
63;b_10;b_48;1;;
64;b_18;b_16;1;;
65;b_45;b_13;1;;
66;b_47;b_45;1;;
67;b_21;b_14;1;;
68;b_47;b_11;1;;
69;b_13;b_43;1;;
70;b_48;b_35;1;;
71;b_18;b_32;1;;
72;b_22;b_43;1;;
73;b_42;b_11;1;;
74;b_10;b_2;1;;
75;b_17;b_37;1;;
76;b_2;b_30;1;;
77;b_13;b_12;1;;
78;b_17;b_49;1;;
79;b_42;b_39;1;;
80;b_16;b_7;1;;
81;b_45;b_44;1;;
82;b_42;b_33;1;;
83;b_15;b_29;1;;
84;b_34;b_25;1;;
85;b_14;b_37;1;;
86;b_48;b_30;1;;
87;b_3;b_24;1;;
88;b_35;b_40;1;;
89;b_38;b_2;1;;
90;b_27;b_35;1;;
91;b_13;b_47;1;;
92;b_12;b_5;1;;
93;b_26;b_27;1;;
94;b_27;b_37;1;;
95;b_39;b_32;1;;
96;b_5;b_36;1;;
97;b_14;b_48;1;;
98;b_27;b_49;1;;
99;b_2;b_16;1;;
100;b_43;b_42;1;;
101;b_7;b_39;1;;
102;b_49;b_34;1;;
103;b_24;b_47;1;;
104;b_9;b_33;1;;
105;b_20;b_13;1;;
106;b_13;b_18;1;;
107;b_14;b_9;1;;
108;b_44;b_48;1;;
109;b_35;b_42;1;;
110;b_22;b_7;1;;
111;b_5;b_30;1;;
112;b_48;b_43;1;;
113;b_24;b_28;1;;
114;b_26;b_19;1;;
115;b_24;b_3;1;;
116;b_11;b_21;1;;
117;b_8;b_33;1;;
118;b_20;b_2;1;;
119;b_40;b_36;1;;
120;b_43;b_7;1;;
121;b_44;b_15;1;;
122;b_18;b_24;1;;
123;b_12;b_27;1;;
124;b_43;b_21;1;;
125;b_47;b_43;1;;
126;b_46;b_4;1;;
127;b_17;b_33;1;;
128;b_40;b_15;1;;
129;b_45;b_9;1;;
130;b_28;b_20;1;;
131;b_28;b_18;1;;
132;b_1;b_36;1;;
133;b_5;b_26;1;;
134;b_9;b_48;1;;
135;b_15;b_19;1;;
136;b_13;b_14;1;;
137;b_30;b_44;1;;
138;b_47;b_7;1;;
139;b_14;b_47;1;;
140;b_27;b_25;1;;
141;b_44;b_8;1;;
142;b_31;b_15;1;;
143;b_42;b_38;1;;
144;b_1;b_23;1;;
145;b_24;b_27;1;;
146;b_2;b_33;1;;
147;b_30;b_20;1;;
148;b_39;b_33;1;;
149;b_11;b_4;1;;
150;b_9;b_30;1;;
151;b_9;b_5;1;;
152;b_30;b_10;1;;
153;b_39;b_35;1;;
154;b_17;b_26;1;;
155;b_30;b_17;1;;
156;b_27;b_10;1;;
157;b_22;b_24;1;;
158;b_12;b_16;1;;
159;b_47;b_28;1;;
160;b_12;b_9;1;;
161;b_45;b_49;1;;
162;b_11;b_5;1;;
163;b_40;b_43;1;;
164;b_20;b_5;1;;
165;b_0;b_30;1;;
166;b_25;b_23;1;;
167;b_4;b_23;1;;
168;b_41;b_28;1;;
169;b_22;b_16;1;;
170;b_37;b_43;1;;
171;b_32;b_31;1;;
172;b_5;b_19;1;;
173;b_30;b_33;1;;
174;b_11;b_42;1;;
175;b_28;b_47;1;;
176;b_47;b_42;1;;
177;b_33;b_36;1;;
178;b_49;b_41;1;;
179;b_48;b_46;1;;
180;b_47;b_14;1;;
181;b_12;b_29;1;;
182;b_23;b_45;1;;
183;b_5;b_24;1;;
184;b_20;b_6;1;;
185;b_7;b_46;1;;
186;b_3;b_44;1;;
187;b_19;b_6;1;;
188;b_33;b_0;1;;
189;b_13;b_25;1;;
190;b_9;b_24;1;;
191;b_8;b_17;1;;
192;b_15;b_24;1;;
193;b_39;b_36;1;;
194;b_4;b_17;1;;
195;b_20;b_44;1;;
196;b_0;b_5;1;;
197;b_33;b_20;1;;
198;b_30;b_25;1;;
199;b_48;b_25;1;;
200;b_24;b_21;1;;
201;b_10;b_47;1;;
202;b_0;b_11;1;;
203;b_6;b_15;1;;
204;b_35;b_45;1;;
205;b_35;b_0;1;;
206;b_13;b_3;1;;
207;b_12;b_36;1;;
208;b_21;b_23;1;;
209;b_41;b_7;1;;
210;b_25;b_29;1;;
211;b_8;b_9;1;;
212;b_24;b_20;1;;
213;b_32;b_22;1;;
214;b_12;b_35;1;;
215;b_24;b_22;1;;
216;b_32;b_42;1;;
217;b_45;b_35;1;;
218;b_45;b_8;1;;
219;b_8;b_38;1;;
220;b_10;b_4;1;;
221;b_45;b_17;1;;
222;b_35;b_4;1;;
223;b_41;b_31;1;;
224;b_41;b_37;1;;
225;b_20;b_35;1;;
226;b_26;b_15;1;;
227;b_40;b_2;1;;
228;b_3;b_14;1;;
229;b_1;b_0;1;;
230;b_37;b_17;1;;
231;b_40;b_28;1;;
232;b_36;b_32;1;;
233;b_24;b_8;1;;
234;b_30;b_5;1;;
235;b_9;b_29;1;;
236;b_38;b_12;1;;
237;b_15;b_31;1;;
238;b_45;b_36;1;;
239;b_35;b_7;1;;
240;b_4;b_35;1;;
241;b_39;b_22;1;;
242;b_23;b_18;1;;
243;b_36;b_13;1;;
244;b_34;b_37;1;;
245;b_30;b_48;1;;
246;b_38;b_42;1;;
247;b_40;b_11;1;;
248;b_30;b_27;1;;
249;b_8;b_29;1;;
250;b_47;b_35;1;;
251;b_30;b_42;1;;
252;b_19;b_3;1;;
253;b_12;b_48;1;;
