Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_49;b_24;1;;
2;b_13;b_46;1;;
3;b_12;b_6;1;;
4;b_41;b_35;1;;
5;b_22;b_48;1;;
6;b_11;b_47;1;;
7;b_37;b_0;1;;
8;b_47;b_16;1;;
9;b_37;b_45;1;;
10;b_20;b_5;1;;
11;b_47;b_7;1;;
12;b_45;b_46;1;;
13;b_41;b_20;1;;
14;b_10;b_11;1;;
15;b_4;b_9;1;;
16;b_4;b_34;1;;
17;b_22;b_30;1;;
18;b_34;b_39;1;;
19;b_34;b_24;1;;
20;b_48;b_0;1;;
21;b_20;b_31;1;;
22;b_40;b_37;1;;
23;b_42;b_32;1;;
24;b_23;b_17;1;;
25;b_34;b_27;1;;
26;b_23;b_2;1;;
27;b_4;b_15;1;;
28;b_49;b_7;1;;
29;b_3;b_11;1;;
30;b_7;b_14;1;;
31;b_9;b_35;1;;
32;b_19;b_5;1;;
33;b_26;b_41;1;;
34;b_47;b_30;1;;
35;b_30;b_38;1;;
36;b_17;b_4;1;;
37;b_9;b_40;1;;
38;b_39;b_45;1;;
39;b_31;b_48;1;;
40;b_47;b_40;1;;
41;b_49;b_35;1;;
42;b_31;b_22;1;;
43;b_11;b_17;1;;
44;b_40;b_32;1;;
45;b_18;b_17;1;;
46;b_38;b_45;1;;
47;b_0;b_25;1;;
48;b_2;b_25;1;;
49;b_7;b_37;1;;
50;b_40;b_36;1;;
51;b_45;b_25;1;;
52;b_21;b_42;1;;
53;b_10;b_27;1;;
54;b_21;b_24;1;;
55;b_29;b_3;1;;
56;b_22;b_9;1;;
57;b_8;b_5;1;;
58;b_10;b_49;1;;
59;b_4;b_23;1;;
60;b_41;b_46;1;;
61;b_17;b_9;1;;
62;b_29;b_16;1;;
63;b_20;b_30;1;;
64;b_34;b_41;1;;
65;b_7;b_15;1;;
66;b_38;b_24;1;;
67;b_3;b_0;1;;
68;b_6;b_46;1;;
69;b_13;b_10;1;;
70;b_7;b_32;1;;
71;b_43;b_47;1;;
72;b_14;b_36;1;;
73;b_24;b_1;1;;
74;b_19;b_26;1;;
75;b_21;b_44;1;;
76;b_12;b_49;1;;
77;b_47;b_27;1;;
78;b_30;b_21;1;;
79;b_2;b_6;1;;
80;b_39;b_17;1;;
81;b_33;b_9;1;;
82;b_48;b_30;1;;
83;b_14;b_49;1;;
84;b_0;b_1;1;;
85;b_40;b_34;1;;
86;b_7;b_2;1;;
87;b_41;b_49;1;;
88;b_19;b_21;1;;
89;b_22;b_31;1;;
90;b_10;b_5;1;;
91;b_47;b_39;1;;
92;b_29;b_40;1;;
93;b_26;b_36;1;;
94;b_14;b_29;1;;
95;b_15;b_31;1;;
96;b_12;b_21;1;;
97;b_27;b_22;1;;
98;b_16;b_1;1;;
99;b_17;b_18;1;;
100;b_5;b_31;1;;
