Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_47;b_39;1;;
2;b_5;b_1;1;;
3;b_17;b_1;1;;
4;b_5;b_6;1;;
5;b_30;b_22;1;;
6;b_5;b_11;1;;
7;b_23;b_14;1;;
8;b_19;b_18;1;;
9;b_38;b_45;1;;
10;b_38;b_47;1;;
11;b_47;b_12;1;;
12;b_6;b_17;1;;
13;b_42;b_9;1;;
14;b_24;b_5;1;;
15;b_42;b_11;1;;
16;b_23;b_7;1;;
17;b_41;b_42;1;;
18;b_8;b_11;1;;
19;b_32;b_42;1;;
20;b_48;b_22;1;;
21;b_39;b_11;1;;
22;b_1;b_32;1;;
23;b_49;b_16;1;;
24;b_39;b_43;1;;
25;b_18;b_40;1;;
26;b_3;b_42;1;;
27;b_16;b_37;1;;
28;b_44;b_49;1;;
29;b_24;b_23;1;;
30;b_23;b_32;1;;
31;b_17;b_38;1;;
32;b_21;b_34;1;;
33;b_13;b_28;1;;
34;b_24;b_6;1;;
35;b_40;b_10;1;;
36;b_45;b_31;1;;
37;b_42;b_39;1;;
38;b_10;b_12;1;;
39;b_26;b_27;1;;
40;b_46;b_6;1;;
41;b_28;b_40;1;;
42;b_44;b_27;1;;
43;b_36;b_31;1;;
44;b_17;b_33;1;;
45;b_4;b_16;1;;
46;b_32;b_29;1;;
47;b_12;b_21;1;;
48;b_44;b_47;1;;
49;b_49;b_32;1;;
50;b_44;b_21;1;;
51;b_26;b_22;1;;
52;b_48;b_45;1;;
53;b_9;b_5;1;;
54;b_28;b_42;1;;
55;b_8;b_49;1;;
56;b_1;b_24;1;;
57;b_33;b_47;1;;
58;b_10;b_0;1;;
59;b_32;b_39;1;;
60;b_20;b_44;1;;
61;b_0;b_26;1;;
62;b_31;b_5;1;;
63;b_20;b_3;1;;
64;b_21;b_6;1;;
65;b_4;b_11;1;;
66;b_17;b_13;1;;
67;b_21;b_12;1;;
68;b_26;b_49;1;;
69;b_49;b_37;1;;
70;b_26;b_29;1;;
71;b_24;b_39;1;;
72;b_37;b_22;1;;
73;b_28;b_38;1;;
74;b_24;b_1;1;;
75;b_39;b_16;1;;
76;b_15;b_35;1;;
77;b_12;b_44;1;;
78;b_48;b_6;1;;
79;b_35;b_19;1;;
80;b_13;b_10;1;;
81;b_47;b_30;1;;
82;b_42;b_20;1;;
83;b_12;b_0;1;;
84;b_42;b_24;1;;
85;b_41;b_27;1;;
86;b_31;b_41;1;;
87;b_39;b_19;1;;
88;b_19;b_35;1;;
89;b_40;b_44;1;;
90;b_19;b_40;1;;
91;b_23;b_18;1;;
92;b_13;b_26;1;;
93;b_32;b_27;1;;
94;b_21;b_24;1;;
95;b_45;b_21;1;;
96;b_15;b_49;1;;
97;b_25;b_31;1;;
98;b_5;b_40;1;;
99;b_41;b_14;1;;
100;b_6;b_5;1;;
101;b_2;b_0;1;;
102;b_37;b_49;1;;
103;b_18;b_25;1;;
104;b_43;b_18;1;;
105;b_1;b_9;1;;
106;b_6;b_45;1;;
107;b_24;b_26;1;;
108;b_46;b_25;1;;
109;b_2;b_12;1;;
110;b_4;b_29;1;;
111;b_23;b_4;1;;
112;b_0;b_25;1;;
113;b_19;b_30;1;;
114;b_8;b_31;1;;
115;b_17;b_49;1;;
116;b_6;b_15;1;;
117;b_5;b_15;1;;
118;b_25;b_34;1;;
119;b_31;b_34;1;;
120;b_32;b_37;1;;
121;b_47;b_2;1;;
122;b_10;b_25;1;;
123;b_25;b_41;1;;
124;b_17;b_9;1;;
125;b_48;b_5;1;;
126;b_34;b_18;1;;
127;b_2;b_21;1;;
128;b_20;b_12;1;;
129;b_11;b_16;1;;
130;b_10;b_22;1;;
131;b_44;b_12;1;;
132;b_18;b_24;1;;
133;b_19;b_28;1;;
134;b_19;b_29;1;;
135;b_49;b_41;1;;
136;b_21;b_44;1;;
137;b_27;b_0;1;;
138;b_35;b_41;1;;
139;b_49;b_9;1;;
140;b_43;b_48;1;;
141;b_2;b_34;1;;
142;b_37;b_12;1;;
143;b_3;b_34;1;;
144;b_42;b_48;1;;
145;b_43;b_9;1;;
146;b_7;b_15;1;;
147;b_33;b_42;1;;
148;b_7;b_45;1;;
149;b_27;b_16;1;;
150;b_25;b_27;1;;
151;b_36;b_23;1;;
152;b_0;b_33;1;;
153;b_23;b_8;1;;
154;b_17;b_39;1;;
155;b_42;b_34;1;;
156;b_46;b_33;1;;
157;b_10;b_44;1;;
158;b_12;b_14;1;;
159;b_34;b_22;1;;
160;b_46;b_35;1;;
161;b_26;b_5;1;;
162;b_6;b_39;1;;
163;b_7;b_27;1;;
164;b_44;b_32;1;;
165;b_28;b_12;1;;
166;b_38;b_15;1;;
167;b_35;b_25;1;;
168;b_7;b_48;1;;
169;b_38;b_8;1;;
170;b_45;b_7;1;;
171;b_42;b_14;1;;
172;b_8;b_36;1;;
173;b_40;b_14;1;;
174;b_8;b_22;1;;
175;b_20;b_8;1;;
176;b_28;b_18;1;;
177;b_44;b_19;1;;
178;b_42;b_7;1;;
179;b_49;b_40;1;;
180;b_13;b_32;1;;
181;b_14;b_39;1;;
182;b_19;b_22;1;;
183;b_13;b_33;1;;
184;b_32;b_48;1;;
185;b_35;b_20;1;;
186;b_18;b_41;1;;
187;b_33;b_8;1;;
188;b_0;b_27;1;;
189;b_13;b_39;1;;
190;b_15;b_25;1;;
191;b_48;b_39;1;;
192;b_16;b_43;1;;
193;b_28;b_10;1;;
194;b_16;b_14;1;;
195;b_46;b_4;1;;
196;b_29;b_39;1;;
197;b_45;b_32;1;;
198;b_26;b_25;1;;
199;b_26;b_40;1;;
