Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_14;b_46;1;;
2;b_36;b_25;1;;
3;b_44;b_43;1;;
4;b_16;b_5;1;;
5;b_43;b_44;1;;
6;b_11;b_24;1;;
7;b_42;b_27;1;;
8;b_32;b_19;1;;
9;b_34;b_43;1;;
10;b_39;b_15;1;;
11;b_35;b_13;1;;
12;b_33;b_49;1;;
13;b_7;b_42;1;;
14;b_44;b_20;1;;
15;b_49;b_1;1;;
16;b_16;b_15;1;;
17;b_4;b_12;1;;
18;b_33;b_10;1;;
19;b_24;b_15;1;;
20;b_3;b_44;1;;
21;b_27;b_32;1;;
22;b_6;b_8;1;;
23;b_47;b_21;1;;
24;b_27;b_14;1;;
25;b_25;b_2;1;;
26;b_18;b_11;1;;
27;b_3;b_41;1;;
28;b_49;b_32;1;;
29;b_23;b_1;1;;
30;b_36;b_24;1;;
31;b_41;b_4;1;;
32;b_36;b_18;1;;
33;b_34;b_44;1;;
34;b_26;b_36;1;;
35;b_29;b_20;1;;
36;b_20;b_4;1;;
37;b_18;b_41;1;;
38;b_29;b_30;1;;
39;b_45;b_23;1;;
40;b_22;b_15;1;;
41;b_47;b_4;1;;
42;b_29;b_33;1;;
43;b_24;b_19;1;;
44;b_30;b_45;1;;
45;b_23;b_42;1;;
46;b_22;b_32;1;;
47;b_37;b_23;1;;
48;b_45;b_24;1;;
49;b_9;b_44;1;;
50;b_27;b_47;1;;
51;b_40;b_1;1;;
52;b_23;b_17;1;;
53;b_44;b_48;1;;
54;b_3;b_6;1;;
55;b_44;b_0;1;;
56;b_46;b_38;1;;
57;b_15;b_18;1;;
58;b_0;b_31;1;;
59;b_38;b_7;1;;
60;b_30;b_37;1;;
61;b_18;b_33;1;;
62;b_45;b_10;1;;
63;b_15;b_48;1;;
64;b_0;b_2;1;;
65;b_28;b_34;1;;
66;b_10;b_13;1;;
67;b_49;b_39;1;;
68;b_28;b_38;1;;
69;b_45;b_48;1;;
70;b_13;b_20;1;;
71;b_38;b_42;1;;
72;b_9;b_48;1;;
73;b_42;b_30;1;;
74;b_30;b_32;1;;
75;b_12;b_49;1;;
76;b_41;b_43;1;;
77;b_28;b_33;1;;
78;b_14;b_36;1;;
79;b_29;b_43;1;;
80;b_32;b_2;1;;
81;b_46;b_19;1;;
82;b_3;b_47;1;;
83;b_18;b_44;1;;
84;b_48;b_49;1;;
85;b_26;b_4;1;;
86;b_8;b_28;1;;
87;b_11;b_36;1;;
88;b_10;b_37;1;;
89;b_30;b_10;1;;
90;b_47;b_16;1;;
91;b_33;b_15;1;;
92;b_3;b_7;1;;
93;b_26;b_20;1;;
94;b_13;b_7;1;;
95;b_1;b_29;1;;
96;b_35;b_43;1;;
97;b_46;b_26;1;;
98;b_15;b_23;1;;
99;b_27;b_26;1;;
100;b_0;b_3;1;;
101;b_18;b_20;1;;
102;b_40;b_29;1;;
103;b_1;b_23;1;;
104;b_48;b_37;1;;
105;b_23;b_22;1;;
106;b_7;b_19;1;;
107;b_25;b_41;1;;
108;b_13;b_45;1;;
109;b_0;b_1;1;;
110;b_31;b_16;1;;
111;b_3;b_17;1;;
112;b_13;b_44;1;;
113;b_26;b_27;1;;
114;b_47;b_12;1;;
115;b_8;b_11;1;;
116;b_15;b_24;1;;
117;b_24;b_48;1;;
118;b_13;b_5;1;;
119;b_30;b_39;1;;
120;b_7;b_21;1;;
121;b_39;b_26;1;;
122;b_27;b_40;1;;
123;b_21;b_13;1;;
124;b_2;b_3;1;;
125;b_27;b_4;1;;
126;b_12;b_1;1;;
127;b_20;b_36;1;;
128;b_16;b_30;1;;
129;b_48;b_14;1;;
130;b_34;b_23;1;;
131;b_7;b_23;1;;
132;b_5;b_25;1;;
133;b_13;b_26;1;;
134;b_46;b_42;1;;
135;b_22;b_19;1;;
136;b_1;b_11;1;;
137;b_36;b_26;1;;
138;b_13;b_28;1;;
139;b_40;b_34;1;;
140;b_40;b_39;1;;
141;b_6;b_16;1;;
142;b_18;b_36;1;;
143;b_22;b_16;1;;
144;b_34;b_42;1;;
145;b_34;b_35;1;;
146;b_31;b_26;1;;
147;b_30;b_40;1;;
148;b_15;b_31;1;;
149;b_10;b_19;1;;
150;b_17;b_22;1;;
151;b_12;b_31;1;;
152;b_3;b_38;1;;
153;b_41;b_21;1;;
154;b_13;b_49;1;;
155;b_45;b_38;1;;
156;b_24;b_10;1;;
157;b_10;b_15;1;;
158;b_4;b_15;1;;
159;b_16;b_4;1;;
160;b_31;b_32;1;;
161;b_32;b_39;1;;
162;b_46;b_4;1;;
163;b_30;b_22;1;;
164;b_46;b_28;1;;
165;b_22;b_46;1;;
166;b_7;b_43;1;;
167;b_31;b_27;1;;
168;b_35;b_19;1;;
169;b_3;b_13;1;;
170;b_36;b_44;1;;
171;b_14;b_21;1;;
172;b_0;b_35;1;;
173;b_21;b_10;1;;
174;b_25;b_37;1;;
175;b_22;b_23;1;;
176;b_45;b_37;1;;
177;b_26;b_32;1;;
178;b_15;b_41;1;;
179;b_29;b_11;1;;
180;b_28;b_17;1;;
181;b_17;b_27;1;;
182;b_29;b_22;1;;
183;b_0;b_25;1;;
184;b_22;b_28;1;;
185;b_44;b_3;1;;
186;b_19;b_23;1;;
187;b_21;b_46;1;;
188;b_2;b_37;1;;
189;b_48;b_26;1;;
190;b_31;b_4;1;;
191;b_3;b_9;1;;
192;b_43;b_26;1;;
193;b_28;b_39;1;;
194;b_17;b_39;1;;
195;b_28;b_48;1;;
196;b_24;b_23;1;;
197;b_49;b_47;1;;
198;b_24;b_9;1;;
199;b_16;b_0;1;;
200;b_12;b_43;1;;
201;b_4;b_13;1;;
202;b_11;b_33;1;;
203;b_15;b_49;1;;
204;b_38;b_11;1;;
205;b_45;b_8;1;;
206;b_42;b_4;1;;
207;b_8;b_3;1;;
208;b_26;b_9;1;;
209;b_14;b_8;1;;
210;b_11;b_37;1;;
211;b_17;b_12;1;;
212;b_29;b_0;1;;
213;b_36;b_46;1;;
214;b_20;b_28;1;;
215;b_14;b_24;1;;
216;b_39;b_24;1;;
217;b_5;b_28;1;;
218;b_14;b_0;1;;
219;b_31;b_33;1;;
220;b_21;b_18;1;;
221;b_36;b_48;1;;
222;b_34;b_4;1;;
223;b_43;b_24;1;;
