Nr;Start;Ziel;Volumen;Hub1;Hub2
1;b_12;b_26;1;;
2;b_2;b_7;1;;
3;b_44;b_9;1;;
4;b_10;b_31;1;;
5;b_26;b_12;1;;
6;b_23;b_22;1;;
7;b_37;b_24;1;;
8;b_12;b_3;1;;
9;b_24;b_22;1;;
10;b_7;b_47;1;;
11;b_21;b_31;1;;
12;b_23;b_25;1;;
13;b_1;b_12;1;;
14;b_12;b_36;1;;
15;b_38;b_35;1;;
16;b_39;b_12;1;;
17;b_15;b_23;1;;
18;b_19;b_22;1;;
19;b_48;b_45;1;;
20;b_19;b_30;1;;
21;b_42;b_17;1;;
22;b_7;b_39;1;;
23;b_22;b_26;1;;
24;b_43;b_0;1;;
25;b_12;b_35;1;;
26;b_11;b_12;1;;
27;b_32;b_31;1;;
28;b_34;b_21;1;;
29;b_28;b_41;1;;
30;b_12;b_45;1;;
31;b_30;b_40;1;;
32;b_27;b_19;1;;
33;b_18;b_31;1;;
34;b_32;b_34;1;;
35;b_21;b_3;1;;
36;b_18;b_33;1;;
37;b_36;b_5;1;;
38;b_47;b_49;1;;
39;b_48;b_24;1;;
40;b_4;b_29;1;;
41;b_46;b_45;1;;
42;b_45;b_8;1;;
43;b_45;b_40;1;;
44;b_40;b_10;1;;
45;b_15;b_43;1;;
46;b_27;b_44;1;;
47;b_18;b_12;1;;
48;b_28;b_38;1;;
49;b_42;b_15;1;;
50;b_24;b_4;1;;
51;b_36;b_42;1;;
52;b_37;b_49;1;;
53;b_11;b_48;1;;
54;b_42;b_28;1;;
55;b_15;b_20;1;;
56;b_34;b_28;1;;
57;b_49;b_33;1;;
58;b_38;b_28;1;;
59;b_34;b_2;1;;
60;b_16;b_37;1;;
61;b_9;b_36;1;;
62;b_26;b_47;1;;
63;b_24;b_46;1;;
64;b_48;b_39;1;;
65;b_36;b_2;1;;
66;b_7;b_2;1;;
67;b_22;b_1;1;;
68;b_28;b_43;1;;
69;b_7;b_11;1;;
70;b_34;b_13;1;;
71;b_16;b_13;1;;
72;b_49;b_41;1;;
73;b_7;b_32;1;;
74;b_24;b_34;1;;
75;b_10;b_9;1;;
76;b_1;b_15;1;;
77;b_24;b_41;1;;
78;b_33;b_16;1;;
79;b_17;b_43;1;;
80;b_23;b_9;1;;
81;b_10;b_12;1;;
82;b_1;b_21;1;;
83;b_37;b_46;1;;
84;b_10;b_42;1;;
85;b_35;b_29;1;;
86;b_24;b_27;1;;
87;b_22;b_21;1;;
88;b_28;b_29;1;;
89;b_22;b_2;1;;
90;b_47;b_12;1;;
91;b_13;b_45;1;;
92;b_6;b_24;1;;
93;b_20;b_23;1;;
94;b_26;b_41;1;;
95;b_6;b_11;1;;
96;b_14;b_29;1;;
97;b_13;b_39;1;;
98;b_28;b_40;1;;
99;b_32;b_2;1;;
100;b_29;b_18;1;;
101;b_3;b_48;1;;
102;b_46;b_21;1;;
103;b_24;b_45;1;;
104;b_36;b_33;1;;
105;b_23;b_32;1;;
106;b_4;b_13;1;;
107;b_13;b_26;1;;
108;b_36;b_41;1;;
109;b_17;b_11;1;;
110;b_1;b_41;1;;
111;b_37;b_45;1;;
112;b_11;b_30;1;;
113;b_40;b_47;1;;
114;b_36;b_48;1;;
115;b_8;b_19;1;;
116;b_25;b_40;1;;
117;b_1;b_2;1;;
118;b_15;b_11;1;;
119;b_28;b_4;1;;
120;b_1;b_27;1;;
121;b_9;b_46;1;;
122;b_26;b_36;1;;
123;b_3;b_20;1;;
124;b_49;b_47;1;;
125;b_5;b_33;1;;
126;b_21;b_49;1;;
127;b_9;b_40;1;;
